procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 221100316   1600 36087472    0    0  9123 213145 32869   32  7  2 90  0  0  0
 0  0      0 221078640   1600 36087484    0    0     0     0 5265 8432  0  0 100  0  0  0
 9  0      0 220703904   1600 36087512    0    0     0     0 7408 12471  0  0 100  0  0  0
24  1      0 217960832   1600 37101572    0    0     0 668304 43972 427272  7  4 88  1  0  0
 2  0      0 216617664   1600 37787100    0    0     0 737024 61792 455292 11  5 84  1  0  0
 2  1      0 214024264   1600 38779376    0    0     0 702432 68195 473991 12  6 81  1  0  0
26  1      0 214217632   1600 39253056    0    0     0 625132 62914 451006  7  2 90  1  0  0
 1  1      0 213242092   1600 39523000    0    0     0 492848 59633 340159 12  5 83  1  0  0
75  0      0 211143660   1600 40182640    0    0     0 494536 66521 386546 10  5 84  1  0  0
24  1      0 211631200   1600 40417792    0    0     0 505624 77239 412399  8  4 88  1  0  0
 0  1      0 211001944   1600 40638340    0    0     0 476400 63570 358328 14  5 80  1  0  0
24  1      0 210224112   1600 41211732    0    0     0 475904 79616 418908  8  4 87  1  0  0
 2  1      0 210149368   1600 41375664    0    0     0 472792 77627 387892 14  6 79  1  0  0
117  1      0 208443692   1600 41916496    0    0     0 463824 77032 405807 13  6 80  1  0  0
24  1      0 209495800   1600 42038768    0    0     0 467816 88353 447545 10  4 86  1  0  0
 1  0      0 208857692   1600 42208592    0    0     0 452216 70922 401294 15  6 79  1  0  0
 1  1      0 208131228   1600 42696660    0    0     0 475128 79415 436449  8  4 88  1  0  0
 6  1      0 206134712   1600 43188432    0    0     0 458752 84867 437903 14  6 79  1  0  0
191  1      0 206718104   1600 43397144    0    0     0 575240 106430 599564 13  5 81  1  0  0
 3  1      0 205780356   1600 43816020    0    0     0 840627 96101 483603 18  7 75  1  0  0
23  2      0 203907496   1600 44480656    0    0     0 870272 96963 381865 10  5 84  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
24  1      0 204613404   1600 44763864    0    0     0 870304 105842 417602  7  2 90  1  0  0
 1  2      0 204016224   1600 45098756    0    0     0 917840 97406 412065 17  6 77  1  0  0
 7  1      0 202299864   1600 45815908    0    0     0 926272 105439 454037 14  6 80  1  0  0
 1  1      0 202674288   1600 46051944    0    0     0 880020 106772 444196  7  3 90  1  0  0
