procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 119817820 3172 137373220 0   0    64 71791 5196    0  0  0 100 0  0  0
 0  0      0 119774048 3172 137376752 0   0     0   320 8222 15973 0  0 100 0  0  0
 0  0      0 119779884 3172 137376752 0   0     0     0 2376 2796  0  0 100 0  0  0
 0  0      0 119790348 3172 137376712 0   0     0     0 2248 2603  0  0 100 0  0  0
 0  0      0 119796020 3172 137376712 0   0     0     0 1869 2129  0  0 100 0  0  0
 0  0      0 119802116 3172 137376712 0   0     0     4 2916 3666  0  0 100 0  0  0
 0  0      0 119805160 3172 137376716 0   0     0     0 4186 6110  0  0 100 0  0  0
 0  0      0 119811864 3172 137376716 0   0     0     0 2639 3260  0  0 100 0  0  0
 0  0      0 119814524 3172 137376716 0   0     0  3156 3028 5775  0  0 100 0  0  0
 0  0      0 119800596 3172 137376716 0   0     0     0 5050 8563  0  0 100 0  0  0
 1  0      0 119765856 3172 137379816 0   0     0   364 5909 9717  0  0 100 0  0  0
 0  0      0 119712132 3172 137380196 0   0     0     0 3624 4934  0  0 100 0  0  0
 1  0      0 119650960 3172 137396932 0   0   196     0 3246 3565  0  0 100 0  0  0
 1  0      0 119194788 3172 137858564 0   0    17     0 5557 2377  1  0 99  0  0  0
 1  0      0 118864908 3172 138198788 0   0     0     0 4467 2266  1  0 99  0  0  0
 0  0      0 118472224 3172 138597444 0   0     0     4 9369 4186  1  0 99  0  0  0
 0  0      0 118431988 3172 138652032 0   0     0     0 5844 10601 0  0 100 0  0  0
 1  0      0 118304736 3172 138780176 0   0     0 130248 7444 7245 0  0 100 0  0  0
 1  0      0 118165244 3172 138933936 0   0     0     0 7050 5075  0  0 99  0  0  0
 0  0      0 118052324 3172 139053856 0   0     0     0 7322 5020  0  0 100 0  0  0
 1  0      0 117941576 3172 139167812 0   0     0     0 5295 2237  0  0 100 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 117802912 3172 139307556 0   0     0     0 7249 2921  0  0 100 0  0  0
 0  0      0 117671980 3172 139441732 0   0     0     0 5512 2390  0  0 100 0  0  0
 1  0      0 117562400 3172 139558948 0   0     0 106894 7024 5636 0  0 100 0  0  0
 1  0      0 117409852 3172 139716324 0   0     0     0 6504 2637  0  0 100 0  0  0
 0  0      0 117227680 3172 139902436 0   0     0     0 7032 3080  0  0 100 0  0  0
 1  0      0 117110600 3172 140026376 0   0     0     0 7520 6214  0  0 100 0  0  0
 0  0      0 116965216 3172 140177060 0   0     0     0 7311 3037  0  0 100 0  0  0
 0  0      0 116847124 3172 140297348 0   0     0     0 6437 5764  0  0 100 0  0  0
 1  0      0 116717276 3172 140423432 0   0     0     0 7627 5231  0  0 100 0  0  0
 0  0      0 116582432 3172 140560420 0   0     0  5812 5519 2437  0  0 100 0  0  0
 0  0      0 116454796 3172 140698888 0   0     0     0 8087 7194  0  0 100 0  0  0
 0  0      0 116252132 3172 140901096 0   0     0     0 7952 2282  0  0 100 0  0  0
 1  0      0 116088264 3172 141066440 0   0     0     0 6883 2349  0  0 100 0  0  0
 0  0      0 115937248 3172 141218728 0   0     0     0 5756 2320  0  0 100 0  0  0
