Linux 6.12.88-119.157.amzn2023.x86_64 (ip-192-168-58-166.ec2.internal) 	06/04/26 	_x86_64_	(128 CPU)

02:04:45      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:04:46        0     10713    0.97    0.00    0.00    0.00    0.97    70  containerd
02:04:46        0     10779    0.97    0.00    0.00    0.00    0.97   101  kubelet
02:04:46     1000     17351    0.97    0.00    0.00    0.00    0.97    28  metrics-server
02:04:46       26    255567    0.97    0.00    0.00    0.00    0.97    53  manager
02:04:46        0    263698    1.94    0.97    0.00    0.00    2.91    96  pidstat

02:04:46      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:04:47        0        20    0.00    1.00    0.00    0.00    1.00   111  rcu_exp_gp_kthread_worker
02:04:47        0     10713    2.00    0.00    0.00    0.00    2.00    70  containerd
02:04:47        0     10779    1.00    1.00    0.00    0.00    2.00   101  kubelet
02:04:47    10001     28603    2.00    0.00    0.00    0.00    2.00   108  manager
02:04:47    10001     33594    1.00    0.00    0.00    0.00    1.00    75  manager
02:04:47       26    255388    1.00    0.00    0.00    0.00    1.00    34  manager
02:04:47       26    255567    2.00    0.00    0.00    0.00    2.00    53  manager
02:04:47       26    255648    0.00    1.00    0.00    0.00    1.00    61  postgres
02:04:47       26    255671    1.00    0.00    0.00    0.00    1.00    41  postgres
02:04:47        0    263698    0.00    2.00    0.00    0.00    2.00    96  pidstat
02:04:47       26    263759   50.00    9.00    0.00    0.00   59.00   107  barman-cloud-ba
02:04:47       26    263809    0.00    1.00    0.00    0.00    1.00   127  postgres
02:04:47       26    263826    1.00    2.00    0.00    0.00    3.00     1  manager
02:04:47       26    263847   26.00    5.00    0.00    0.00   31.00     5  barman-cloud-wa

02:04:47      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:04:48        0        17    1.00    0.00    0.00    0.00    1.00     0  ksoftirqd/0
02:04:48        0     10713    3.00    0.00    0.00    0.00    3.00    70  containerd
02:04:48        0     10779    3.00    3.00    0.00    0.00    6.00   101  kubelet
02:04:48        0     10902    1.00    0.00    0.00    0.00    1.00   117  containerd-shim
02:04:48        0     20013    1.00    0.00    0.00    0.00    1.00    61  containerd-shim
02:04:48        0     79288    1.00    0.00    0.00    1.00    1.00    32  kworker/32:2-mm_percpu_wq
02:04:48        0    263698    0.00    2.00    0.00    0.00    2.00    96  pidstat
02:04:48       26    263759   70.00   28.00    0.00    0.00   98.00    54  barman-cloud-ba
02:04:48       26    263850    6.00    5.00    0.00    0.00   11.00   108  barman-cloud-ba
02:04:48       26    263864    7.00   22.00    0.00    0.00   29.00    82  barman-cloud-ba
02:04:48       26    263865   10.00   15.00    0.00    0.00   25.00    11  barman-cloud-ba
02:04:48       26    263867    7.00   19.00    0.00    0.00   26.00    55  barman-cloud-ba
02:04:48       26    263871    2.00   25.00    0.00    0.00   27.00    48  barman-cloud-ba
02:04:48       26    263875    6.00   23.00    0.00    0.00   29.00    38  barman-cloud-ba
02:04:48       26    263879    2.00   26.00    0.00    0.00   28.00    51  barman-cloud-ba
02:04:48       26    263884    4.00   24.00    0.00    0.00   28.00    51  barman-cloud-ba
02:04:48       26    263889    4.00   25.00    0.00    0.00   29.00   123  barman-cloud-ba
02:04:48       26    263893    5.00   25.00    0.00    0.00   30.00   123  barman-cloud-ba
02:04:48       26    263897    5.00   21.00    0.00    0.00   26.00    40  barman-cloud-ba
02:04:48       26    263901    9.00   20.00    0.00    0.00   29.00   127  barman-cloud-ba
02:04:48       26    263906    7.00   21.00    0.00    0.00   28.00    34  barman-cloud-ba
02:04:48       26    263910    6.00   19.00    0.00    0.00   25.00    50  barman-cloud-ba
02:04:48       26    263914    2.00   22.00    0.00    0.00   24.00    59  barman-cloud-ba
02:04:48       26    263919    5.00   21.00    0.00    0.00   26.00   116  barman-cloud-ba
02:04:48       26    263923    4.00   25.00    0.00    0.00   29.00     0  barman-cloud-ba
02:04:48       26    263928    3.00   22.00    0.00    0.00   25.00   122  barman-cloud-ba
02:04:48       26    263933    6.00   24.00    0.00    0.00   30.00   123  barman-cloud-ba
02:04:48       26    263937    4.00   26.00    0.00    0.00   30.00    50  barman-cloud-ba
02:04:48       26    263942    5.00   25.00    0.00    0.00   30.00   119  barman-cloud-ba
02:04:48       26    263946    2.00   23.00    0.00    0.00   25.00    96  barman-cloud-ba
02:04:48       26    263951    7.00   20.00    0.00    0.00   27.00    35  barman-cloud-ba
02:04:48       26    263956    5.00   20.00    0.00    0.00   25.00    37  barman-cloud-ba
02:04:48       26    263960    3.00   24.00    0.00    0.00   27.00    36  barman-cloud-ba
02:04:48       26    263964    2.00   27.00    0.00    0.00   29.00    52  barman-cloud-ba
02:04:48       26    263969    1.00   25.00    0.00    0.00   26.00   110  barman-cloud-ba
02:04:48       26    263974    8.00   26.00    0.00    0.00   34.00    94  barman-cloud-ba
02:04:48       26    263978    3.00   27.00    0.00    0.00   30.00     9  barman-cloud-ba
02:04:48       26    263983    5.00   25.00    0.00    0.00   30.00    45  barman-cloud-ba
02:04:48       26    263989    5.00   25.00    0.00    0.00   30.00    60  barman-cloud-ba
02:04:48       26    263993    3.00   27.00    0.00    0.00   30.00    52  barman-cloud-ba
02:04:48       26    263999    7.00   26.00    0.00    0.00   33.00    29  barman-cloud-ba
02:04:48       26    264003    5.00   29.00    0.00    0.00   34.00    10  barman-cloud-ba
02:04:48       26    264009    4.00   23.00    0.00    0.00   27.00    12  barman-cloud-ba
02:04:48       26    264014    4.00   21.00    0.00    0.00   25.00   105  barman-cloud-ba
02:04:48       26    264019    5.00   22.00    0.00    0.00   27.00   108  barman-cloud-ba
02:04:48       26    264024    4.00   27.00    0.00    0.00   31.00    11  barman-cloud-ba
