procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 114990660 3172 142214224 0   0  2022 61610 5436    0  0  0 100 0  0  0
 0  0      0 114981420 3172 142216784 0   0     0     0 3035 2609  0  0 100 0  0  0
 2  0      0 114844640 3172 142189256 0   0     0 16502 9176 16668 1  0 99  0  0  0
 1  0      0 113140508 3172 142247160 0   0     0     0 14161 34337 4 12 84 0  0  0
 1  0      0 113108488 3172 142259224 0   0     0     0 15602 5788 1  0 99  0  0  0
 2  0      0 113049752 3172 142296508 0   0     0    16 17080 5724 1  0 99  0  0  0
 1  0      0 113078604 3172 142266688 0   0     0    56 16872 6275 1  0 99  0  0  0
 2  0      0 113035124 3172 142276820 0   0     0    16 15104 9038 1  0 99  0  0  0
 1  0      0 113020620 3172 142265932 0   0     0    16 16178 5755 1  0 99  0  0  0
 1  0      0 113024116 3172 142276624 0   0     0    16 16504 6088 1  0 99  0  0  0
 2  0      0 113041720 3172 142242812 0   0     0     0 10084 4468 1  0 99  0  0  0
 1  0      0 112945828 3172 142247364 0   0     0     0 11695 4815 1  0 99  0  0  0
 1  0      0 112827676 3172 142233316 0   0     0     0 13333 8174 1  0 99  0  0  0
 1  0      0 112741452 3172 142232816 0   0     0     0 12720 9392 1  0 99  0  0  0
 1  0      0 112713920 3172 142239804 0   0     0     0 12523 4841 1  0 99  0  0  0
 1  0      0 112710080 3172 142238844 0   0     0     0 11498 4514 1  0 99  0  0  0
 1  0      0 112722648 3172 142240100 0   0     0     0 9770 4833  1  0 99  0  0  0
 1  0      0 112684020 3172 142240540 0   0     0     0 11476 4305 1  0 99  0  0  0
 1  0      0 112576852 3172 142222824 0   0     0     0 9297 5022  1  0 99  0  0  0
 2  0      0 112522840 3172 142247320 0   0     0     0 10734 4501 1  0 99  0  0  0
 1  0      0 112511652 3172 142269092 0   0     0     0 9922 4950  1  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 112558748 3172 142228816 0   0     0     0 11944 4554 1  0 99  0  0  0
 1  0      0 112525932 3172 142231588 0   0     0     0 13493 12915 1 0 99  0  0  0
 1  0      0 112492932 3172 142272256 0   0     0    16 12013 8773 1  0 99  0  0  0
 1  0      0 112510364 3172 142230868 0   0     0     0 12444 4503 1  0 99  0  0  0
 2  0      0 112506884 3172 142251516 0   0     0   129 9539 4508  1  0 99  0  0  0
 1  0      0 112519064 3172 142271752 0   0     0    16 9820 4658  1  0 99  0  0  0
 1  0      0 112595152 3172 142232112 0   0     0     0 11063 4352 1  0 99  0  0  0
 1  0      0 112561628 3172 142234172 0   0     0  1572 9655 4691  1  0 99  0  0  0
 1  0      0 112576476 3172 142237804 0   0     0   264 9370 4399  1  0 99  0  0  0
 2  0      0 112459080 3172 142241808 0   0     0    32 10871 5064 1  0 99  0  0  0
 1  0      0 112404904 3172 142245008 0   0     0     0 14171 5264 1  0 99  0  0  0
 2  0      0 112363808 3172 142247104 0   0     0 21048 13364 8593 1  0 99  0  0  0
 1  0      0 112309960 3172 142249144 0   0     0     0 12338 9911 1  0 98  0  0  0
 1  0      0 112289960 3172 142229560 0   0     0     0 14639 4396 1  0 99  0  0  0
 2  0      0 112181880 3172 142235204 0   0     0     0 11767 4853 1  0 99  0  0  0
 1  0      0 112101120 3172 142242100 0   0     0     0 12329 3977 1  0 99  0  0  0
 1  0      0 112029952 3172 142245168 0   0     0     0 13289 7966 1  0 99  0  0  0
