Linux 6.12.88-119.157.amzn2023.x86_64 (ip-192-168-45-226.us-west-2.compute.internal) 	06/04/26 	_x86_64_	(128 CPU)

03:20:40        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
03:20:41           lo     25.00     25.00      2.94      2.94      0.00      0.00      0.00      0.00
03:20:41         ens5     17.00     19.00      2.40      4.34      0.00      0.00      0.00      0.00
03:20:41    enifb1ac5e0a09      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:41    eni20ed0c6920d      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:41         ens6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:41    enic479fef38dc      1.00      1.00      0.06      0.16      0.00      0.00      0.00      0.00
03:20:41    eni5ea3bc05c73      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:41    enia71a515eb09      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:41    enia205ab21f2e      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:41    enife22b4c3b6a      1.00      1.00      0.06      0.06      0.00      0.00      0.00      0.00
03:20:41    eni4590226e482      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:41    enib08305bf35e      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:41    enifd833d83eb2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:41    enidb0c25597b6      5.00      4.00      0.82      0.83      0.00      0.00      0.00      0.00
03:20:41    eni47a93c32888      1.00      1.00      0.06      0.06      0.00      0.00      0.00      0.00
03:20:41    eni70f4d61bd42      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:41    eni57210d8fe98      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:41    eni1fb48b36ffd      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

03:20:41        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
03:20:42           lo    118.00    118.00      9.84      9.84      0.00      0.00      0.00      0.00
03:20:42         ens5     40.00     40.00      3.85      8.84      0.00      0.00      0.00      0.00
