Linux 6.12.88-119.157.amzn2023.x86_64 (ip-192-168-45-226.us-west-2.compute.internal) 	06/04/26 	_x86_64_	(128 CPU)

02:12:02      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:12:15       26    316935   76.00   25.00    0.00    0.00  101.00     3  barman-cloud-ba
02:12:15       26    316990    2.00    1.00    0.00    0.00    3.00    54  barman-cloud-ba
02:12:15       26    316991    2.00    1.00    0.00    0.00    3.00    53  barman-cloud-ba
02:12:15       26    316993    2.00    0.00    0.00    0.00    2.00    59  barman-cloud-ba
02:12:15       26    316996    1.00    0.00    0.00    0.00    1.00    37  barman-cloud-ba
02:12:15       26    317005    3.00    0.00    0.00    0.00    3.00    10  barman-cloud-ba
02:12:15       26    317010    2.00    0.00    0.00    0.00    2.00     5  barman-cloud-ba
02:12:15       26    317014    2.00    0.00    0.00    0.00    2.00    30  barman-cloud-ba

02:12:15      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:12:16        0        18    1.00    0.00    0.00    0.00    1.00    32  rcu_preempt
02:12:16        0      2091    0.00    1.00    0.00    0.00    1.00    37  kworker/37:1-xfs-inodegc/nvme1n1p1
02:12:16        0     10730    2.00    0.00    0.00    0.00    2.00    17  ssm-agent-worke
02:12:16        0     10742    0.00    3.00    0.00    0.00    3.00    84  kubelet
02:12:16        0     47067    1.00    0.00    0.00    0.00    1.00    43  containerd-shim
02:12:16        0    316852    1.00    1.00    0.00    0.00    2.00    50  pidstat
02:12:16       26    316935   86.00   14.00    0.00    0.00  100.00     3  barman-cloud-ba
02:12:16       26    316991    2.00    0.00    0.00    0.00    2.00    53  barman-cloud-ba
02:12:16       26    316993    3.00    0.00    0.00    0.00    3.00    59  barman-cloud-ba
02:12:16       26    316996    3.00    0.00    0.00    0.00    3.00    37  barman-cloud-ba
02:12:16       26    317001    2.00    1.00    0.00    0.00    3.00     4  barman-cloud-ba
02:12:16       26    317005    1.00    2.00    0.00    0.00    3.00    10  barman-cloud-ba
02:12:16       26    317014    3.00    0.00    0.00    0.00    3.00    30  barman-cloud-ba

02:12:16      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:12:17        0     10676   10.00    5.00    0.00    0.00   15.00    47  containerd
02:12:17        0     10742    0.00    1.00    0.00    0.00    1.00    84  kubelet
02:12:17     1000     18237    1.00    0.00    0.00    0.00    1.00    40  metrics-server
02:12:17        0    316852    1.00    2.00    0.00    0.00    3.00    50  pidstat
02:12:17        0    316882    1.00    0.00    0.00    0.00    1.00    96  sadc
02:12:17       26    316935   80.00   20.00    0.00    0.00  100.00     3  barman-cloud-ba
02:12:17       26    316990    1.00    2.00    0.00    0.00    3.00    54  barman-cloud-ba
02:12:17       26    316991    3.00    0.00    0.00    0.00    3.00    53  barman-cloud-ba
02:12:17       26    316993    2.00    1.00    0.00    0.00    3.00    59  barman-cloud-ba
02:12:17       26    316996    2.00    0.00    0.00    0.00    2.00    37  barman-cloud-ba
02:12:17       26    317001    1.00    1.00    0.00    0.00    2.00     4  barman-cloud-ba
02:12:17       26    317010    3.00    0.00    0.00    0.00    3.00     5  barman-cloud-ba

02:12:17      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:12:18        0     10742    0.00    1.00    0.00    0.00    1.00    84  kubelet
02:12:18        0    316833    1.00    0.00    0.00    0.00    1.00    54  iostat
02:12:18        0    316852    1.00    2.00    0.00    0.00    3.00    50  pidstat
02:12:18       26    316935   78.00   22.00    0.00    0.00  100.00     3  barman-cloud-ba
02:12:18       26    316990    1.00    2.00    0.00    0.00    3.00    54  barman-cloud-ba
02:12:18       26    316991    3.00    0.00    0.00    0.00    3.00    53  barman-cloud-ba
02:12:18       26    316993    3.00    0.00    0.00    0.00    3.00    59  barman-cloud-ba
02:12:18       26    316996    1.00    1.00    0.00    0.00    2.00    37  barman-cloud-ba
02:12:18       26    317005    0.00    3.00    0.00    0.00    3.00    10  barman-cloud-ba
02:12:18       26    317010    2.00    1.00    0.00    0.00    3.00     5  barman-cloud-ba
02:12:18       26    317014    3.00    0.00    0.00    0.00    3.00    68  barman-cloud-ba

02:12:18      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:12:19        0     10676    1.00    0.00    0.00    0.00    1.00    47  containerd
