timestamp archived_count delta_per_min last_archived_wal
05:58:34 4267 287 0000000100000010000000AA
05:59:35 4520 253 0000000100000011000000A7
06:00:37 4675 155 000000010000001200000042
06:01:39 4791 116 0000000100000012000000B6
06:02:40 4927 136 00000001000000130000003E
06:03:41 5174 247 000000010000001400000035
06:04:43 5415 241 000000010000001500000026
06:05:44 5647 232 00000001000000160000000E
