timestamp lsn_bytes delta_kb rate_kb_s
06:40:14 22129086984 21610436 360173
06:41:17 30366658696 8044503 134075
06:42:20 36725307368 6209617 103493
06:43:24 39956327896 3155293 52588
06:44:28 42395840384 2382336 39705
06:45:31 50599994008 8011868 133531
06:46:35 56539203024 5800008 96666
06:47:39 59049706536 2451663 40861
