timestamp object_count delta rate_per_min
03:38:44 1575 1575 1575
03:39:46 2327 752 752
03:40:49 3063 736 736
03:41:51 3799 736 736
03:42:55 4519 720 720
03:43:58 5207 688 688
03:45:02 5975 768 768
03:46:06 6711 736 736
03:47:11 7463 752 752
03:48:15 8151 688 688
03:49:20 8919 768 768
03:50:26 9639 720 720
03:51:31 10343 704 704
03:52:37 11063 720 720
03:53:43 11783 720 720
