timestamp archived_count delta_per_min last_archived_wal
05:28:48 17928 1130 000000010000004600000007
05:29:50 19116 1188 000000010000004A000000AB
05:30:51 20316 1200 000000010000004F0000005B
05:31:53 21499 1183 0000000100000053000000FA
05:32:54 22674 1175 000000010000005800000091
05:33:56 23522 848 000000010000005B000000E1
05:34:58 23522 0 000000010000005B000000E1
05:35:59 23522 0 000000010000005B000000E1
