timestamp lsn_bytes delta_kb rate_kb_s
07:15:46 16806125216 16412231 273537
07:16:51 19914508352 3035530 50592
07:17:54 23479856416 3481785 58029
07:18:57 26742742536 3186412 53106
07:20:01 29863366112 3047483 50791
07:21:04 33134977784 3194933 53248
07:22:08 36574306752 3358719 55978
07:23:11 38996887296 2365801 39430
