timestamp archived_count delta_per_min last_archived_wal
06:28:51 4088 258 000000010000000F000000F7
06:29:53 4349 261 0000000100000010000000FC
06:30:54 4574 225 0000000100000011000000DD
06:31:56 4763 189 00000001000000120000009A
06:32:57 4880 117 00000001000000130000000F
06:33:59 5068 188 0000000100000013000000CB
06:35:00 5309 241 0000000100000014000000BC
06:36:02 5549 240 0000000100000015000000AC
