timestamp archived_count delta_per_min last_archived_wal
04:56:40 14862 880 000000010000003A0000000D
04:57:41 15886 1024 000000010000003E0000000D
04:58:43 16862 976 0000000100000041000000DD
04:59:44 17803 941 00000001000000450000008A
05:00:46 18702 899 00000001000000490000000D
05:01:47 19662 960 000000010000004C000000CD
05:02:49 20582 920 000000010000005000000065
05:03:50 21479 897 0000000100000053000000E6
