timestamp lsn_bytes delta_kb rate_kb_s
07:26:19 16972998800 16575194 276253
07:27:22 20266818664 3216620 53610
07:28:25 23907307104 3555164 59252
07:29:29 27313233048 3326099 55434
07:30:32 30484147688 3096596 51609
07:31:36 34091231040 3522542 58709
07:32:39 37362855640 3194945 53249
07:33:42 39495018816 2082190 34703
