timestamp lsn_bytes delta_kb rate_kb_s
06:52:37 24014525560 23451685 390861
06:53:41 33319487232 9086876 151447
06:54:45 40636911144 7145921 119098
06:55:49 43603982152 2897530 48292
06:56:53 45049490528 1411629 23527
06:57:56 53966492984 8708010 145133
06:59:00 60702810160 6578434 109640
07:00:05 63366877680 2601628 43360
