timestamp object_count delta rate_per_min
04:40:29 1376 1376 1376
04:41:31 2336 960 960
04:42:35 3232 896 896
04:43:39 4128 896 896
04:44:42 4928 800 800
04:45:45 5888 960 960
04:46:49 6752 864 864
04:47:54 7600 848 848
04:48:58 8496 896 896
04:50:04 9408 912 912
04:51:09 10304 896 896
04:52:16 11200 896 896
04:53:22 12160 960 960
04:54:29 13104 944 944
