timestamp object_count delta rate_per_min
05:58:32 4261 4261 4261
05:59:36 4522 261 261
06:00:39 4680 158 158
06:01:42 4799 119 119
06:02:46 4952 153 153
06:03:50 5207 255 255
06:04:53 5457 250 250
