timestamp lsn_bytes delta_kb rate_kb_s
07:05:05 23369734384 22822006 380366
07:06:09 32145066904 8569660 142827
07:07:13 40031417984 7701514 128358
07:08:17 43452983544 3341372 55689
07:09:20 44983827040 1494964 24916
07:10:24 53569608552 8384552 139742
07:11:28 60553967272 6820662 113677
07:12:31 63273171984 2655473 44257
