timestamp object_count delta rate_per_min
03:54:55 12727 12727 12727
03:56:01 13655 928 928
03:57:08 14551 896 896
03:58:15 15495 944 944
03:59:22 16407 912 912
04:00:29 17287 880 880
04:01:37 18215 928 928
