timestamp rx_kb/s tx_kb/s
22:43:05 123 10
22:43:06 1167 31551
22:43:07 1310 31818
22:43:08 1254 31188
22:43:09 15 7
22:43:10 2148 212122
22:43:11 1696 165266
22:43:12 298 55277
22:43:13 1755 220579
22:43:14 39 18
22:43:15 1659 218693
22:43:16 13 5
22:43:17 1327 116355
22:43:18 1786 124328
22:43:19 455 121
22:43:20 1575 123135
22:43:21 1699 114512
22:43:22 807 14687
22:43:23 1029 96099
22:43:24 1688 104587
22:43:25 205 7
22:43:26 1342 118368
22:43:27 1621 119533
22:43:28 115 6
22:43:29 1502 115624
22:43:30 1473 111395
22:43:31 115 7
22:43:32 1381 107710
22:43:33 1460 102591
22:43:34 9 3
22:43:35 1455 98419
22:43:36 1848 92663
22:43:37 64 2907
22:43:38 1755 74096
22:43:39 194 18164
22:43:40 1916 87596
22:43:41 1352 82301
22:43:42 12 5
22:43:43 1320 77883
22:43:44 1351 74709
22:43:45 410 97
22:43:46 809 71017
22:43:47 1763 68350
22:43:48 497 122
22:43:49 1027 64490
22:43:50 1751 62324
22:43:51 1194 40983
22:43:52 293 18867
22:43:53 1379 58197
22:43:54 901 26826
22:43:55 596 30470
22:43:56 1398 56306
22:43:57 495 131
22:43:58 1012 55857
22:43:59 1197 55985
22:44:00 3 0
22:44:01 1291 84256
22:44:02 0 0
22:44:03 1414 83215
22:44:04 0 0
22:44:05 1751 83212
22:44:06 9 3
22:44:07 1765 83182
22:44:08 394 99
22:44:09 1304 80426
22:44:10 526 818
22:44:11 979 79518
22:44:12 1461 79286
22:44:13 485 123
22:44:14 1013 78094
22:44:15 1438 77660
22:44:16 1499 77091
22:44:17 21 7
22:44:18 1432 75837
22:44:19 1434 73818
22:44:20 61 2340
22:44:21 1446 75079
22:44:22 1506 73652
22:44:23 3 1
22:44:24 1500 73939
22:44:25 1427 72765
22:44:26 13 4
22:44:27 1495 72357
22:44:28 1610 72210
22:44:29 10 5
22:44:30 1609 73138
22:44:31 1464 72272
22:44:32 13 5
22:44:33 1587 71996
22:44:34 1475 72321
22:44:35 167 7
22:44:36 1524 73382
22:44:37 1568 73487
22:44:38 496 124
22:44:39 970 73573
22:44:40 1547 76166
22:44:41 115 6
22:44:42 1450 78495
22:44:43 1552 81678
22:44:44 21 10
22:44:45 437 120
22:44:46 1093 86245
22:44:47 471 127
22:44:48 1134 94276
22:44:49 859 19576
22:44:50 847 88050
22:44:51 1278 88433
22:44:52 270 35776
22:44:53 1819 147256
22:44:54 7 3
22:44:55 1699 165502
22:44:56 31 12
22:44:57 1688 175606
22:44:58 394 101
22:44:59 946 133570
22:45:00 1317 57632
22:45:01 11 4
22:45:02 1654 58342
22:45:03 1592 59392
22:45:04 407 89
22:45:05 1202 59430
22:45:06 1436 59146
22:45:07 829 16378
22:45:08 385 43540
22:45:09 1296 60088
22:45:10 133 7
22:45:11 1172 61291
22:45:12 1300 61900
22:45:13 116 6
22:45:14 1225 62104
22:45:15 1384 63202
22:45:16 128 11
22:45:17 1445 63927
22:45:18 1534 63865
22:45:19 1 0
22:45:20 1496 64561
22:45:21 522 122
22:45:22 969 65709
22:45:23 1431 74531
22:45:24 0 0
22:45:25 1441 93013
22:45:26 11 3
22:45:27 1535 105125
22:45:28 0 0
22:45:29 1680 116176
22:45:30 3 0
22:45:31 1880 120917
22:45:32 0 0
22:45:33 1706 124507
22:45:34 0 0
22:45:35 1741 128341
22:45:36 12 3
22:45:37 2206 130755
22:45:38 0 0
22:45:39 1600 128482
22:45:40 3 0
22:45:41 1774 129362
22:45:42 1839 127867
22:45:43 17 7
22:45:44 2032 122506
22:45:45 1694 81537
22:45:46 21 7
22:45:47 1879 90598
22:45:48 1814 97483
22:45:49 199 7
22:45:50 1722 112804
22:45:51 1721 130146
22:45:52 143 7
22:45:53 1969 156406
22:45:54 1934 170218
22:45:55 30 126
22:45:56 2090 180845
22:45:57 11 5
22:45:58 2056 184587
22:45:59 0 0
22:46:00 1628 85965
22:46:01 508 123
22:46:02 1055 64360
22:46:03 1712 65829
22:46:04 432 121
22:46:05 989 64832
22:46:06 1446 65410
22:46:07 8 3
22:46:08 1535 65445
22:46:10 1466 66170
22:46:11 22 9
22:46:12 1473 66306
22:46:13 0 0
22:46:14 1496 66319
22:46:15 0 0
22:46:16 1563 66901
22:46:17 23 7
22:46:18 1341 67730
22:46:19 129 6
22:46:20 1256 68171
22:46:21 1427 67782
22:46:22 34 1075
22:46:23 1382 69601
22:46:24 0 0
22:46:25 1411 70193
22:46:26 14 5
22:46:27 1622 71287
22:46:28 1524 73485
22:46:29 11 4
22:46:30 1473 73531
22:46:31 1477 75035
22:46:32 431 123
22:46:33 997 75878
22:46:34 1454 78395
22:46:35 1584 81613
22:46:36 13 5
22:46:37 1648 83758
22:46:38 1588 87198
22:46:39 471 118
22:46:40 1511 95549
22:46:41 1670 98422
22:46:42 116 6
22:46:43 1605 107022
22:46:44 1597 117239
22:46:45 11 5
22:46:46 1519 133813
22:46:47 2226 158233
