timestamp archived_count delta_per_min last_archived_wal
16:13:48 8520 472 000000010000002100000047
16:14:50 9080 560 000000010000002300000077
16:15:51 9600 520 00000001000000250000007F
16:16:53 10143 543 00000001000000270000009E
16:17:54 10664 521 0000000100000029000000A7
16:18:56 11208 544 000000010000002B000000C7
16:19:57 11744 536 000000010000002D000000DF
16:20:58 12231 487 000000010000002F000000C6
