timestamp lsn_bytes lsn_delta_kb rate_kb_s
17:59:35 14126415872 13795328 6897664
17:59:38 17154236416 2956856 985618
17:59:40 19887685632 2669384 1334692
17:59:43 22772998144 2817688 939229
17:59:45 25361768448 2528096 1264048
17:59:48 27380416512 1971336 657112
17:59:50 28668411904 1257808 628904
17:59:53 30031216640 1330864 443621
17:59:55 31274049536 1213704 606852
17:59:58 32631685120 1325816 441938
18:00:01 34024194048 1359872 453290
18:00:04 35802578944 1736704 578901
18:00:06 37094424576 1261568 630784
18:00:09 38472048640 1345336 448445
18:00:12 39774199808 1271632 423877
18:00:14 40466644992 676216 338108
18:00:16 41034358784 554408 277204
18:00:18 42010148864 952920 476460
18:00:21 43167776768 1130496 376832
18:00:23 44308619264 1114104 557052
18:00:25 45348814848 1015816 507908
18:00:28 46472888320 1097728 365909
18:00:30 47496290304 999416 499708
18:00:32 48653926400 1130504 565252
18:00:34 49761214464 1081336 540668
18:00:37 50885296128 1097736 365912
18:00:39 52026146816 1114112 557056
18:00:41 53255077888 1200128 600064
18:00:44 54475620352 1191936 397312
18:00:46 55666794496 1163256 581628
18:00:48 56954183680 1257216 628608
18:00:51 58069245952 1088928 362976
18:00:53 58889076736 800616 400308
18:00:55 59542339584 637952 318976
18:00:58 60180414464 623120 207706
18:01:00 60767076352 572912 286456
18:01:03 61589151744 802808 267602
18:01:05 62775607296 1158648 579324
18:01:07 63954747392 1151504 575752
18:01:09 65112375296 1130496 565248
18:01:12 66278457344 1138752 379584
18:01:14 67379216384 1074960 537480
18:01:16 68518150144 1112240 556120
18:01:19 69647458304 1102840 367613
18:01:21 70816628736 1141768 570884
18:01:23 72015364096 1170640 585320
18:01:26 73249325056 1205040 401680
18:01:28 74524393472 1245184 622592
18:01:31 75715567616 1163256 387752
18:01:33 76940099584 1195832 597916
18:01:35 77775806024 816119 408059
18:01:38 78510202880 717184 239061
18:01:40 79166824448 641232 320616
18:01:43 79859982336 676912 225637
18:01:45 80540467200 664536 332268
18:01:47 81444405248 882752 441376
18:01:50 82611011584 1139264 379754
18:01:52 83735085056 1097728 548864
18:01:54 84886962176 1124880 562440
18:01:57 86033563648 1119728 373242
18:01:59 87140859904 1081344 540672
18:02:02 88499806208 1327096 442365
18:02:05 89808437248 1277960 425986
18:02:07 90945527808 1110440 555220
18:02:09 92078784512 1106696 553348
18:02:12 93215956992 1110520 370173
