timestamp archived_count delta_per_min last_archived_wal
18:16:44 19563 1299 000000010000004C0000006A
18:17:45 20821 1258 000000010000005100000054
18:18:46 22097 1276 000000010000005600000050
18:19:48 23377 1280 000000010000005B00000050
18:20:50 24721 1344 000000010000006000000090
18:21:51 26033 1312 0000000100000065000000B0
18:22:53 26596 563 0000000100000067000000E3
18:23:54 26596 0 0000000100000067000000E3
