timestamp object_count delta rate_per_min
19:02:40 1000 1000 1000
19:03:42 1222 222 222
19:04:44 1445 223 223
19:05:46 1663 218 218
19:06:48 1882 219 219
19:07:50 2111 229 229
19:08:52 2331 220 220
19:09:55 2507 176 176
19:10:58 2735 228 228
19:12:00 2951 216 216
19:13:03 3141 190 190
19:14:06 3349 208 208
19:15:09 3544 195 195
19:16:11 3681 137 137
19:17:14 3903 222 222
