timestamp lsn_bytes lsn_delta_kb rate_kb_s
17:28:00 13941866496 13615104 6807552
17:28:03 16961765376 2949120 983040
17:28:05 19618217984 2594192 1297096
17:28:08 21474836480 1813104 604368
17:28:10 22917677056 1409024 704512
17:28:13 24461180928 1507328 502442
17:28:15 25786580992 1294336 647168
17:28:17 27095203840 1277952 638976
17:28:20 28303163392 1179648 393216
17:28:23 29729226752 1392640 464213
17:28:25 30853300224 1097728 548864
17:28:27 32111591424 1228800 614400
17:28:29 33319550976 1179648 589824
17:28:32 34779168768 1425408 475136
17:28:35 36012466176 1204392 401464
17:28:37 37379637248 1335128 667564
17:28:40 38653501440 1244008 414669
17:28:42 39856603136 1174904 587452
17:28:44 40567308288 694048 347024
17:28:47 41221619712 638976 212992
17:28:49 42362470400 1114112 557056
17:28:51 43587207168 1196032 598016
17:28:54 44700672000 1087368 362456
17:28:56 45868908544 1140856 570428
17:28:59 47009759232 1114112 371370
17:29:02 48570040320 1523712 507904
17:29:04 49809235968 1210152 605076
17:29:07 51064463360 1225808 408602
17:29:09 52227473408 1135752 567876
17:29:12 53489385472 1232336 410778
17:29:14 54660169728 1143344 571672
17:29:16 55935238144 1245184 622592
17:29:19 57129525248 1166296 388765
17:29:21 58149830656 996392 498196
17:29:23 58915971072 748184 374092
17:29:26 59576008704 644568 214856
17:29:28 60160576616 570867 285433
17:29:31 60767076352 592284 197428
17:29:33 62091960320 1293832 646916
17:29:36 63233327104 1114616 371538
17:29:38 64407732224 1146880 573440
17:29:40 65515028480 1081344 540672
17:29:43 66689433600 1146880 382293
17:29:45 67880615936 1163264 581632
17:29:48 69138898944 1228792 409597
17:29:50 70247464960 1082584 541292
17:29:52 71507976192 1230968 615484
17:29:55 72712454144 1176248 392082
17:29:57 74088185856 1343488 671744
17:30:00 75415265280 1295976 431992
17:30:03 76907651072 1457408 485802
17:30:05 77636640768 711904 355952
17:30:08 78344224768 691000 230333
17:30:10 79000735144 641123 320561
17:30:13 79658221568 642076 214025
17:30:15 80446750720 770048 385024
17:30:18 81717542912 1241008 413669
