timestamp archived_count delta_per_min last_archived_wal
19:18:49 4274 262 0000000100000010000000B1
19:19:50 4492 218 00000001000000110000008B
19:20:52 4646 154 000000010000001200000025
19:21:53 4760 114 000000010000001200000097
19:22:55 4965 205 000000010000001300000064
19:23:56 5212 247 00000001000000140000005B
19:24:58 5450 238 000000010000001500000049
19:25:59 5676 226 00000001000000160000002B
