timestamp object_count delta rate_per_min
19:18:48 4271 4271 4271
19:19:51 4495 224 224
19:20:54 4653 158 158
19:21:57 4769 116 116
19:23:01 4990 221 221
19:24:04 5244 254 254
19:25:08 5488 244 244
