timestamp lsn_bytes lsn_delta_kb rate_kb_s
18:30:15 14055194624 13725776 6862888
18:30:18 16604266496 2489328 829776
18:30:20 19189055488 2524208 1262104
18:30:22 21552414720 2307968 1153984
18:30:25 22919790592 1335328 445109
18:30:27 24343740416 1390576 695288
18:30:29 25694568448 1319168 659584
18:30:32 26885701632 1163216 387738
18:30:34 28125003776 1210256 605128
18:30:36 29328433152 1175224 587612
18:30:39 30621802496 1263056 421018
18:30:41 31820587008 1170688 585344
18:30:43 33088339968 1238040 619020
18:30:46 34248794112 1133256 377752
18:30:48 35534143488 1255224 627612
18:30:50 36691771392 1130496 565248
18:30:53 37950062592 1228800 409600
18:30:55 39158022144 1179648 589824
18:30:58 40399536128 1212416 404138
18:31:00 41607495680 1179648 589824
18:31:03 42681237504 1048576 349525
18:31:05 43989860352 1277952 638976
18:31:08 45085286400 1069752 356584
18:31:10 46192934912 1081688 540844
18:31:12 47328526336 1108976 554488
18:31:15 48419045376 1064960 354986
18:31:17 49476009984 1032192 516096
18:31:19 50496487424 996560 498280
18:31:22 51506053120 985904 328634
18:31:24 52256309248 732672 366336
18:31:26 52896235520 624928 312464
18:31:29 53552873472 641248 213749
18:31:31 54206808064 638608 319304
18:31:34 54895050752 672112 224037
18:31:36 55834574848 917504 458752
18:31:39 57045598208 1182640 394213
18:31:41 58200162304 1127504 563752
18:31:43 59341012992 1114112 557056
18:31:46 60481863680 1114112 371370
18:31:48 61696204800 1185880 592940
18:31:50 62884544512 1160488 580244
18:31:53 64105742336 1192576 397525
18:31:55 65380810752 1245184 622592
18:31:58 66571993088 1163264 387754
18:32:00 67749232640 1149648 574824
18:32:02 68920795136 1144104 572052
18:32:05 70108889088 1160248 386749
18:32:07 71170392064 1036624 518312
18:32:09 72007811072 817792 408896
18:32:12 72695676928 671744 223914
18:32:14 73366765568 655360 327680
18:32:17 74067050496 683872 227957
18:32:19 74935962576 848546 424273
18:32:21 75531026432 581117 290558
18:32:24 76701736960 1143272 381090
18:32:26 77808984064 1081296 540648
18:32:29 79003901952 1166912 388970
18:32:31 80178315264 1146888 573444
18:32:34 81342955520 1137344 379114
18:32:36 82460016640 1090880 545440
18:32:38 83654623232 1166608 583304
18:32:40 84741709824 1061608 530804
18:32:43 86067118080 1294344 431448
18:32:45 87227596800 1133280 566640
18:32:48 88399142912 1144088 381362
18:32:50 89623887872 1196040 598020
18:32:52 90781515776 1130496 565248
18:32:55 91905589248 1097728 365909
18:32:57 92846284800 918648 459324
18:32:59 93717528576 850824 425412
18:33:02 94556301096 819113 273037
18:33:04 95255420928 682734 341367
18:33:07 95894882280 624473 208157
18:33:09 96653533184 740870 370435
18:33:11 97911832576 1228808 614404
18:33:14 99178102784 1236592 412197
18:33:16 100310974464 1106320 553160
18:33:18 101485379584 1146880 573440
18:33:21 102659784704 1146880 382293
18:33:23 103918075904 1228800 614400
18:33:25 104991817728 1048576 524288
18:33:28 106183000064 1163264 387754
18:33:30 107256741888 1048576 524288
18:33:32 108380807168 1097720 548860
18:33:35 109521666048 1114120 371373
18:33:37 110682505216 1133632 566816
18:33:39 111937576960 1225656 612828
18:33:42 113129077160 1163574 387858
18:33:44 114229862400 1074985 537492
18:33:46 114915674960 669738 334869
18:33:49 115534065008 603896 201298
18:33:51 116111450112 563852 281926
18:33:54 116755259392 628720 209573
18:33:56 117943828480 1160712 580356
18:33:59 119104569344 1133536 377845
18:34:02 120611405824 1471520 490506
18:34:04 121701924864 1064960 532480
18:34:06 122699677696 974368 487184
18:34:09 123905359872 1177424 392474
18:34:11 125002620928 1071544 535772
18:34:13 126233616384 1202144 601072
18:34:15 127295799296 1037288 518644
18:34:18 128547028992 1221904 407301
18:34:20 129687879680 1114112 557056
18:34:22 130850381824 1135256 567628
18:34:25 132036673536 1158488 386162
18:34:27 133194317824 1130512 565256
18:34:29 134262939648 1043576 521788
18:34:32 134972702720 693128 231042
18:34:34 135610236928 622592 311296
18:34:37 136226312560 601636 200545
18:34:39 136819253248 579043 289521
18:34:41 137925484544 1080304 540152
18:34:44 139200561152 1245192 415064
18:34:46 140291080192 1064960 532480
18:34:49 141515816960 1196032 398677
18:34:51 142656667648 1114112 557056
18:34:54 143847849984 1163264 387754
18:34:56 145055809536 1179648 589824
18:34:58 146310389760 1225176 612588
18:35:02 147840827392 1494568 373642
18:35:04 149149442048 1277944 638972
18:35:06 150290300928 1114120 557060
18:35:09 151654768640 1332488 444162
18:35:11 152907202560 1223080 611540
18:35:14 153927729152 996608 332202
18:35:16 154648395776 703776 351888
18:35:19 155592704000 922176 307392
18:35:22 156363653120 752880 250960
18:35:24 156972736512 594808 297404
18:35:26 157756162048 765064 382532
18:35:29 159014453248 1228800 409600
18:35:31 160138518528 1097720 548860
