timestamp archived_count delta_per_min last_archived_wal
16:44:15 16966 1184 000000010000004200000045
16:45:17 18118 1152 0000000100000046000000C5
16:46:18 19302 1184 000000010000004B00000065
16:47:20 20455 1153 000000010000004F000000E6
16:48:21 21638 1183 000000010000005400000085
16:49:22 22800 1162 00000001000000590000000F
16:50:24 23962 1162 000000010000005D00000099
16:51:26 25158 1196 000000010000006200000045
