timestamp archived_count delta_per_min last_archived_wal
17:45:10 9521 584 000000010000002500000030
17:46:11 10089 568 000000010000002700000068
17:47:13 10713 624 0000000100000029000000D8
17:48:14 11289 576 000000010000002C00000018
17:49:16 11937 648 000000010000002E000000A0
17:50:17 12513 576 0000000100000030000000E0
17:51:19 13105 592 000000010000003300000030
17:52:20 13665 560 000000010000003500000060
