timestamp archived_count delta_per_min last_archived_wal
18:47:25 4228 225 000000010000001000000083
18:48:26 4352 124 0000000100000010000000FF
18:49:28 4469 117 000000010000001100000074
18:50:30 4692 223 000000010000001200000053
18:51:31 4947 255 000000010000001300000052
18:52:33 5189 242 000000010000001400000044
18:53:34 5418 229 000000010000001500000029
18:54:36 5557 139 0000000100000015000000B4
