timestamp archived_count delta_per_min last_archived_wal
15:39:23 2329 111 000000010000000900000018
15:40:25 2426 97 000000010000000900000079
15:41:26 2528 102 0000000100000009000000DF
15:42:28 2641 113 000000010000000A00000050
15:43:29 2755 114 000000010000000A000000C2
15:44:31 2869 114 000000010000000B00000034
15:45:32 2980 111 000000010000000B000000A3
15:46:34 3091 111 000000010000000C00000012
