timestamp object_count delta rate_per_min
18:31:15 1007 1007 1007
18:32:16 1201 194 194
18:33:18 1408 207 207
18:34:20 1638 230 230
18:35:22 1864 226 226
18:36:24 2083 219 219
18:37:27 2313 230 230
18:38:30 2532 219 219
18:39:32 2763 231 231
18:40:35 2981 218 218
18:41:38 3135 154 154
18:42:40 3243 108 108
18:43:43 3421 178 178
18:44:46 3650 229 229
18:45:49 3890 240 240
