procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 211724616   1600 45362296    0    0 12677 222223 25926   19  5  2 93  0  0  0
 2  0      0 211730692   1600 45362412    0    0     0     0 8989 11689  0  0 100  0  0  0
 0  1      0 210756140   1600 45403856    0    0     0 82536 16806 80595  1  1 99  0  0  0
 1  1      0 209750544   1600 45834544    0    0     0 816432 43440 497034  5  4 91  1  0  0
54  0      0 209093136   1600 46207556    0    0     0 806812 47192 505752  5  3 91  1  0  0
 0  1      0 208405336   1600 46522124    0    0     0 819192 53898 521746  5  3 91  1  0  0
 0  1      0 207695600   1600 46812640    0    0     0 835584 77702 560350  6  3 90  1  0  0
89  0      0 206936388   1600 47057048    0    0     0 821848 106370 590806  6  3 91  1  0  0
 0  1      0 206411556   1600 47254644    0    0     0 817416 116761 604783 11  5 83  1  0  0
 1  1      0 205781732   1600 47409476    0    0     0 810344 124991 641401 12  7 81  1  0  0
 0  1      0 205139156   1600 47535704    0    0     0 841224 128083 683915 11  5 83  1  0  0
116  1      0 204549608   1600 47665068    0    0     0 828448 131197 733865 18  9 73  1  0  0
 1  1      0 203994016   1600 47831252    0    0     0 852453 121190 691503  9  4 87  1  0  0
 0  1      0 203278692   1600 48311148    0    0     0 918099 85132 437600  8  4 88  1  0  0
 0  2      0 202665572   1600 48818484    0    0     0 1027588 74276 306338  6  3 91  1  0  0
 1  2      0 202131468   1600 49273920    0    0     0 1099895 75408 237571  3  1 94  1  0  0
 0  1      0 201630492   1600 49736204    0    0     0 1090217 76877 237985  4  2 93  1  0  0
 0  2      0 201105572   1600 50182740    0    0     0 1092386 77823 247578  6  2 91  1  0  0
 0  2      0 200574528   1600 50629068    0    0     0 1062042 78470 257114  2  1 96  1  0  0
 3  0      0 200047924   1600 51078616    0    0     0 1039175 75785 265486  4  2 93  1  0  0
 2  0      0 199545712   1600 51523524    0    0     0 1054717 78886 273906  4  2 93  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  2      0 199052340   1600 51952732    0    0     0 1042173 74661 263590  4  2 94  1  0  0
 1  1      0 198569228   1600 52364656    0    0     0 979968 70828 266964  7  3 89  1  0  0
 0  2      0 198054976   1600 52795360    0    0     0 990429 73535 271466  5  2 92  1  0  0
 1  1      0 197559352   1600 53223148    0    0     0 1023205 76226 286790  4  2 94  1  0  0
 0  1      0 197008568   1600 53667020    0    0     0 1051597 79725 306315  6  3 90  1  0  0
 1  0      0 196446996   1600 54121964    0    0     0 1051424 84421 336667  6  3 90  1  0  0
 0  2      0 195863332   1600 54587108    0    0     0 1142672 87828 349172  4  2 93  1  0  0
 0  1      0 195327796   1600 55058164    0    0   128 1060567 83401 353838  5  3 91  1  0  0
 2  1      0 194775820   1600 55517104    0    0     0 1073721 85618 366084  6  3 90  1  0  0
 1  1      0 194240400   1600 55960120    0    0     0 1052917 86397 383495  8  4 88  1  0  0
131  1      0 193679176   1600 56419248    0    0     0 1071960 87880 401208  6  3 91  1  0  0
 0  1      0 193133508   1600 56878456    0    0    24 1068100 87324 385600  8  4 87  1  0  0
 1  1      0 192589600   1600 57337640    0    0     0 1063119 88233 419525  9  4 87  1  0  0
136  1      0 192049228   1600 57780344    0    0     0 1041295 92969 457861  7  3 89  1  0  0
145  0      0 191489000   1600 58212608    0    0     0 999582 88294 436355  9  4 87  1  0  0
 1  1      0 190913292   1600 58651380    0    0     0 998171 89820 457611 10  4 85  1  0  0
 0  0      0 190355356   1600 59093872    0    0     0 1028993 99798 506361  8  3 87  1  0  0
 0  1      0 189803160   1600 59552808    0    0     0 1071193 102539 532879 11  4 84  1  0  0
 2  1      0 189258160   1600 59995320    0    0     0 1040224 101688 591855 10  4 86  1  0  0
 0  2      0 188686324   1600 60454176    0    0     0 1040980 105453 624095 11  5 83  1  0  0
 1  0      0 188158084   1600 60904404    0    0     0 1030448 106208 642036 11  5 83  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
156  0      0 187592584   1600 61365596    0    0     0 1021197 109736 699696 13  6 81  1  0  0
 0  2      0 187053568   1600 61826860    0    0     0 1065807 119862 796190 17  7 76  1  0  0
151  0      0 186455760   1600 62290264    0    0     0 1079620 126331 859295 18  8 74  1  0  0
 3  0      0 185936232   1600 62753448    0    0     0 1028509 126147 954143 19  8 73  1  0  0
