timestamp rx_kb/s tx_kb/s
17:27:59 898 14602
17:28:00 531 8739
17:28:01 449 7750
17:28:02 707 7788
17:28:03 633 15601
17:28:04 709 7821
17:28:05 658 15603
17:28:06 470 7754
17:28:07 745 7787
17:28:08 703 15510
17:28:09 361 7797
17:28:10 536 7776
17:28:11 570 15558
17:28:12 552 7775
17:28:13 679 15548
17:28:14 454 7828
17:28:15 810 15561
17:28:16 407 7755
17:28:17 843 15539
17:28:18 381 7754
17:28:19 781 15570
17:28:20 419 7752
17:28:21 615 7785
17:28:22 534 16683
17:28:23 597 55357
17:28:24 516 55027
17:28:25 557 51626
17:28:26 540 44527
17:28:27 314 14059
17:28:28 546 55067
17:28:29 373 55084
17:28:30 416 55088
17:28:31 533 55095
17:28:32 567 54955
17:28:33 594 55002
17:28:34 606 55151
17:28:35 631 55038
17:28:36 500 55181
17:28:37 499 55203
17:28:38 551 53187
17:28:39 424 23992
17:28:40 263 17883
17:28:41 711 40401
17:28:42 552 48432
17:28:43 489 31628
17:28:44 535 31309
17:28:45 425 31072
17:28:46 410 30808
17:28:47 519 30548
17:28:48 497 30228
17:28:49 354 30043
17:28:50 762 29579
17:28:51 708 33943
17:28:52 763 37597
17:28:53 688 45060
17:28:54 517 28227
17:28:55 566 27815
17:28:56 778 27544
17:28:57 1075 55597
17:28:58 655 27482
17:29:00 558 26468
17:29:01 764 25939
17:29:02 784 50840
17:29:03 578 24925
17:29:04 604 24725
17:29:05 717 24305
17:29:06 565 47647
17:29:07 382 23279
17:29:08 559 23081
17:29:09 537 23069
17:29:10 722 44562
17:29:11 492 21830
17:29:12 654 21596
17:29:13 757 41803
17:29:14 438 20457
17:29:15 496 20225
17:29:16 770 19818
17:29:17 812 38969
17:29:18 510 18894
17:29:19 529 18712
17:29:20 527 18571
17:29:21 695 18442
17:29:22 688 18015
17:29:23 820 35517
17:29:24 555 17356
17:29:25 567 16803
17:29:26 537 16598
17:29:27 536 16468
17:29:28 635 16338
17:29:29 684 27389
17:29:30 564 20426
17:29:31 533 15376
17:29:32 427 15166
17:29:33 820 29714
17:29:34 433 14776
17:29:35 462 14644
17:29:36 845 28601
17:29:37 433 19183
17:29:38 497 26008
17:29:39 655 25937
17:29:40 821 51693
17:29:41 483 25441
17:29:42 521 25896
17:29:43 932 50310
17:29:44 507 25017
17:29:45 432 24809
17:29:46 721 24757
17:29:47 591 48782
17:29:48 410 24433
17:29:49 620 24415
17:29:50 697 47670
17:29:51 479 23898
17:29:52 481 23493
17:29:53 792 23297
17:29:54 739 46412
17:29:55 467 22980
17:29:56 509 22643
17:29:57 493 22504
17:29:58 738 44957
17:29:59 390 22296
17:30:00 377 21973
17:30:01 439 21762
17:30:02 442 21808
17:30:03 419 21605
17:30:04 575 21295
17:30:05 563 21438
17:30:06 756 42046
17:30:07 552 20725
17:30:08 580 20698
17:30:09 510 20469
17:30:10 614 20722
17:30:11 718 20274
17:30:12 628 31776
17:30:13 465 28449
17:30:14 426 19982
17:30:15 416 19840
17:30:16 466 19627
17:30:17 724 19485
17:30:18 771 38686
17:30:19 478 19039
17:30:20 901 19120
17:30:21 807 37521
17:30:22 520 18705
17:30:23 528 18376
17:30:24 801 37044
17:30:25 386 18387
17:30:26 647 18011
17:30:27 664 35777
17:30:28 650 17888
17:30:29 731 35253
17:30:30 601 17570
17:30:31 835 34845
17:30:32 533 17747
17:30:33 755 17197
17:30:34 911 34208
17:30:35 534 16956
17:30:36 1057 33732
17:30:37 534 16970
17:30:38 665 16539
17:30:39 755 29269
17:30:40 538 20623
17:30:41 477 16546
17:30:42 735 16361
17:30:43 759 32697
17:30:44 486 16206
17:30:45 467 16324
17:30:46 461 16005
17:30:47 482 16308
17:30:48 373 16150
17:30:49 422 16370
17:30:50 471 16152
17:30:51 458 16195
17:30:52 620 30270
17:30:53 455 18289
17:30:54 453 16076
17:30:55 404 16201
17:30:56 465 16255
17:30:57 533 16484
17:30:58 450 16391
17:30:59 515 16398
17:31:00 715 16530
17:31:01 541 17773
17:31:02 708 32289
17:31:03 496 17143
17:31:04 968 31332
17:31:05 505 21278
17:31:06 1023 36127
17:31:07 505 18257
17:31:08 735 18357
17:31:09 867 38603
17:31:10 510 19508
17:31:11 842 19873
17:31:12 747 41361
17:31:13 614 21585
17:31:14 866 44439
17:31:15 523 24352
17:31:16 476 24349
17:31:17 869 52173
17:31:18 427 28080
17:31:19 478 29319
17:31:20 755 30694
17:31:21 791 65978
17:31:22 563 35312
17:31:23 651 37115
17:31:24 560 38187
17:31:25 687 39731
17:31:26 608 41617
17:31:27 422 41345
17:31:28 583 40617
17:31:29 723 14005
17:31:30 825 26434
17:31:31 546 15675
17:31:32 571 14044
17:31:33 1057 28137
17:31:34 527 13971
17:31:35 436 13981
17:31:36 510 14128
17:31:37 566 13924
17:31:38 778 14089
17:31:39 553 14152
17:31:40 691 28449
17:31:41 437 14344
17:31:42 454 14234
17:31:43 483 14122
17:31:44 631 14100
17:31:45 485 14383
17:31:46 457 14330
17:31:47 665 28656
17:31:48 497 14591
17:31:49 427 14521
17:31:50 434 14548
17:31:51 944 29217
17:31:52 447 14545
17:31:53 802 14633
17:31:54 782 29628
17:31:55 578 14875
17:31:56 924 29526
17:31:57 457 14820
17:31:58 723 14825
17:31:59 771 29893
17:32:00 495 15153
17:32:01 753 15034
17:32:02 684 30251
17:32:03 554 15640
17:32:04 526 15190
17:32:05 897 30667
17:32:06 487 15658
17:32:07 557 15453
17:32:08 809 31281
17:32:09 479 15513
17:32:10 442 15688
17:32:11 806 26933
17:32:12 461 20376
17:32:14 485 15837
17:32:15 429 15831
17:32:16 412 15999
17:32:17 413 15924
17:32:18 827 23471
17:32:19 515 24960
17:32:20 489 16288
17:32:21 777 16321
17:32:22 680 32601
17:32:23 489 17095
17:32:24 502 16851
17:32:25 489 16935
17:32:26 541 16936
17:32:27 461 16947
17:32:28 477 16968
17:32:29 449 17257
17:32:30 634 17342
17:32:31 573 17421
17:32:32 637 35085
17:32:33 399 17625
17:32:34 486 18110
17:32:35 359 18142
17:32:36 408 18406
17:32:37 804 27663
17:32:38 561 29008
17:32:39 461 18877
17:32:40 865 38270
17:32:41 537 19598
17:32:42 711 19701
17:32:43 736 40096
17:32:44 431 20602
17:32:45 511 20762
17:32:46 773 20784
17:32:47 718 42832
17:32:48 549 21718
17:32:49 509 22270
17:32:50 708 22904
17:32:51 712 46087
17:32:52 465 23752
17:32:53 708 24484
17:32:54 1031 59427
17:32:55 652 36470
17:32:56 628 39283
17:32:57 658 40509
17:32:58 856 43782
17:32:59 589 42646
17:33:00 535 43747
17:33:01 540 43870
17:33:02 467 44176
17:33:03 607 44654
17:33:04 576 44396
17:33:05 563 33951
17:33:06 267 11962
17:33:07 377 44899
17:33:08 574 37512
17:33:09 496 29028
17:33:10 536 29749
17:33:11 534 31280
17:33:12 403 28161
17:33:13 230 4082
17:33:14 580 33506
17:33:15 696 35065
17:33:16 545 36673
17:33:17 498 37517
17:33:18 481 38922
17:33:19 424 40236
17:33:20 538 41611
17:33:21 574 42550
17:33:22 577 43456
17:33:23 628 43929
17:33:24 579 36484
17:33:25 247 9199
17:33:26 649 45725
17:33:27 471 45822
17:33:28 737 46770
17:33:29 600 46661
17:33:30 648 46442
17:33:31 660 46941
17:33:32 663 46712
17:33:33 736 46767
17:33:34 473 46163
17:33:35 11 5
17:33:36 513 47551
17:33:37 534 44025
17:33:38 484 39862
17:33:39 73 9874
17:33:40 504 34254
17:33:41 603 15499
17:33:42 688 31037
17:33:43 428 15640
17:33:44 670 15652
17:33:45 442 15623
17:33:46 625 31575
17:33:47 457 15704
17:33:48 418 15531
17:33:49 579 15514
17:33:50 721 23683
17:33:51 495 23474
17:33:52 459 15768
17:33:53 478 15846
