Linux 6.12.88-119.157.amzn2023.x86_64 (ip-192-168-45-226.us-west-2.compute.internal) 	06/04/26 	_x86_64_	(128 CPU)

02:55:42        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
02:55:43           lo    113.00    113.00      7.93      7.93      0.00      0.00      0.00      0.00
02:55:43         ens5     88.00    101.00     29.37     22.42      0.00      0.00      0.00      0.00
02:55:43    enifb1ac5e0a09      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:55:43    eni20ed0c6920d      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:55:43         ens6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:55:43    enic479fef38dc      1.00      1.00      0.06      0.06      0.00      0.00      0.00      0.00
02:55:43    eni5ea3bc05c73      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:55:43    enia71a515eb09      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:55:43    enia205ab21f2e      1.00      1.00      0.06      0.18      0.00      0.00      0.00      0.00
02:55:43    enife22b4c3b6a     82.00     67.00     27.09     28.21      0.00      0.00      0.00      0.00
02:55:43    eni4590226e482      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:55:43    enib08305bf35e      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:55:43    enifd833d83eb2      5.00      5.00      0.42      0.44      0.00      0.00      0.00      0.00
02:55:43    enidb0c25597b6      3.00      3.00      0.69      0.74      0.00      0.00      0.00      0.00
02:55:43    eni47a93c32888      7.00      8.00      0.75      9.71      0.00      0.00      0.00      0.00
02:55:43    eni70f4d61bd42      2.00      4.00      0.14      0.27      0.00      0.00      0.00      0.00
02:55:43    eni57210d8fe98      5.00      7.00      3.46      2.07      0.00      0.00      0.00      0.00

02:55:43        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
02:55:44           lo    184.00    184.00     13.71     13.71      0.00      0.00      0.00      0.00
02:55:44         ens5    416.00    421.00    195.83    253.51      0.00      0.00      0.00      0.00
02:55:44    enifb1ac5e0a09     74.00     74.00     17.54      8.99      0.00      0.00      0.00      0.00
02:55:44    eni20ed0c6920d     74.00     74.00     18.15      8.62      0.00      0.00      0.00      0.00
02:55:44         ens6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:55:44    enic479fef38dc      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:55:44    eni5ea3bc05c73      1.00      1.00      0.06      0.06      0.00      0.00      0.00      0.00
02:55:44    enia71a515eb09      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:55:44    enia205ab21f2e      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:55:44    enife22b4c3b6a     88.00     86.00     80.13     38.75      0.00      0.00      0.00      0.01
02:55:44    eni4590226e482      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:55:44    enib08305bf35e      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:55:44    enifd833d83eb2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:55:44    enidb0c25597b6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:55:44    eni47a93c32888     29.00     31.00      4.55     63.86      0.00      0.00      0.00      0.01
