Linux 6.12.88-119.157.amzn2023.x86_64 (ip-192-168-45-226.us-west-2.compute.internal) 	06/04/26 	_x86_64_	(128 CPU)

02:55:42      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:55:43        0     10676    0.97    0.00    0.00    0.00    0.97    47  containerd
02:55:43        0     10742    0.00    1.94    0.00    0.00    1.94    84  kubelet
02:55:43        0     10858    0.97    0.00    0.00    0.00    0.97    62  containerd-shim
02:55:43        0     13727    0.00    0.97    0.00    0.00    0.97    46  containerd-shim
02:55:43     1000     18234    0.97    0.00    0.00    0.00    0.97    93  metrics-server
02:55:43        0     19872    0.97    0.00    0.00    0.00    0.97    82  local-path-prov
02:55:43    10001     39866    0.00    0.97    0.00    0.00    0.97    66  manager
02:55:43        0    337978    0.97    0.00    0.00    0.00    0.97    84  containerd-shim
02:55:43       26    338220    0.97    0.00    0.00    0.00    0.97    66  manager
02:55:43        0    346037    0.97    1.94    0.00    0.00    2.91    68  pidstat

02:55:43      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:55:44        0     10742    1.00    1.00    0.00    0.00    2.00    84  kubelet
02:55:44    65532     13838    0.00    1.00    0.00    0.00    1.00    90  coredns
02:55:44    10001     39866    1.00    0.00    0.00    0.00    1.00    66  manager
02:55:44       26    338082    0.00    1.00    0.00    0.00    1.00    73  manager
02:55:44       26    338220    1.00    0.00    0.00    0.00    1.00    66  manager
02:55:44        0    346037    0.00    1.00    0.00    0.00    1.00    68  pidstat
02:55:44       26    346159    5.00    2.00    0.00    0.00    7.00    23  pgbackrest
02:55:44       26    346160    0.00    1.00    0.00    0.00    1.00    69  postgres
02:55:44       26    346184    8.00    0.00    0.00    0.00    8.00    49  pgbackrest
02:55:44       26    346185    7.00    0.00    0.00    0.00    7.00    27  pgbackrest
02:55:44       26    346186    6.00    1.00    0.00    0.00    7.00    24  pgbackrest
02:55:44       26    346187    7.00    0.00    0.00    0.00    7.00   106  pgbackrest
02:55:44       26    346188    6.00    1.00    0.00    0.00    7.00    92  pgbackrest
02:55:44       26    346189    6.00    0.00    0.00    0.00    6.00    50  pgbackrest
02:55:44       26    346190    7.00    0.00    0.00    0.00    7.00    64  pgbackrest
02:55:44       26    346191    8.00    0.00    0.00    0.00    8.00    99  pgbackrest

02:55:44      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:55:45        0     10676    2.00    0.00    0.00    0.00    2.00    47  containerd
02:55:45        0     10742    6.00    2.00    0.00    0.00    8.00    84  kubelet
02:55:45    10001     44757    1.00    0.00    0.00    0.00    1.00    41  manager
02:55:45        0    346037    0.00    3.00    0.00    0.00    3.00    68  pidstat
02:55:45       26    346184   32.00    2.00    0.00    0.00   34.00    26  pgbackrest
02:55:45       26    346185   39.00    3.00    0.00    0.00   42.00    27  pgbackrest
02:55:45       26    346186   33.00    2.00    0.00    0.00   35.00    24  pgbackrest
02:55:45       26    346187   39.00    4.00    0.00    0.00   43.00   106  pgbackrest
02:55:45       26    346188   34.00    8.00    0.00    0.00   42.00   107  pgbackrest
02:55:45       26    346189   38.00    6.00    0.00    0.00   44.00    50  pgbackrest
02:55:45       26    346190   48.00    1.00    0.00    0.00   49.00    64  pgbackrest
02:55:45       26    346191   41.00    1.00    0.00    0.00   42.00    99  pgbackrest

02:55:45      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:55:46        0     10742    0.00    2.00    0.00    0.00    2.00    84  kubelet
02:55:46    65532     13838    1.00    0.00    0.00    0.00    1.00    90  coredns
02:55:46    65532     13841    1.00    0.00    0.00    0.00    1.00   117  coredns
02:55:46     1000     18237    1.00    0.00    0.00    0.00    1.00    40  metrics-server
02:55:46        0    346037    1.00    2.00    0.00    0.00    3.00    68  pidstat
02:55:46        0    346061    0.00    1.00    0.00    0.00    1.00   104  iostat
02:55:46       26    346184   46.00    3.00    0.00    0.00   49.00    26  pgbackrest
02:55:46       26    346185   38.00    2.00    0.00    0.00   40.00    27  pgbackrest
02:55:46       26    346186   39.00    3.00    0.00    0.00   42.00    88  pgbackrest
02:55:46       26    346187   42.00    2.00    0.00    0.00   44.00   106  pgbackrest
02:55:46       26    346188   36.00    3.00    0.00    0.00   39.00   107  pgbackrest
02:55:46       26    346189   38.00    5.00    0.00    0.00   43.00    50  pgbackrest
02:55:46       26    346190   36.00    2.00    0.00    0.00   38.00    64  pgbackrest
02:55:46       26    346191   39.00    2.00    0.00    0.00   41.00    99  pgbackrest

02:55:46      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:55:47        0     10676    2.00    0.00    0.00    0.00    2.00    47  containerd
02:55:47        0     10742    2.00    0.00    0.00    0.00    2.00    84  kubelet
02:55:47        0     11164    0.00    1.00    0.00    0.00    1.00    11  kworker/11:2-events
02:55:47        0     11324    0.00    1.00    0.00    0.00    1.00   102  aws-k8s-agent
02:55:47        0    335596    0.00    1.00    0.00    0.00    1.00   115  kworker/u514:28-kvfree_rcu_reclaim
02:55:47        0    346037    1.00    1.00    0.00    0.00    2.00    68  pidstat
02:55:47       26    346184   39.00    1.00    0.00    0.00   40.00    26  pgbackrest
02:55:47       26    346185   38.00    6.00    0.00    0.00   44.00    27  pgbackrest
02:55:47       26    346186   37.00    1.00    0.00    0.00   38.00    24  pgbackrest
02:55:47       26    346187   40.00    4.00    0.00    0.00   44.00   106  pgbackrest
02:55:47       26    346188   34.00    5.00    0.00    0.00   39.00   107  pgbackrest
02:55:47       26    346189   46.00    2.00    0.00    0.00   48.00    50  pgbackrest
02:55:47       26    346190   39.00    4.00    0.00    0.00   43.00    64  pgbackrest
02:55:47       26    346191   39.00    8.00    0.00    0.00   47.00    99  pgbackrest

02:55:47      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:55:48        0     10676    1.00    0.00    0.00    0.00    1.00    47  containerd
02:55:48        0     10742    1.00    0.00    0.00    0.00    1.00    84  kubelet
02:55:48        0    346037    2.00    1.00    0.00    0.00    3.00    68  pidstat
02:55:48       26    346184   39.00    2.00    0.00    0.00   41.00    26  pgbackrest
02:55:48       26    346185   38.00    3.00    0.00    0.00   41.00    27  pgbackrest
02:55:48       26    346186   40.00    1.00    0.00    0.00   41.00    24  pgbackrest
02:55:48       26    346187   39.00    4.00    0.00    0.00   43.00   106  pgbackrest
02:55:48       26    346188   42.00    4.00    0.00    0.00   46.00   107  pgbackrest
02:55:48       26    346189   42.00    1.00    0.00    0.00   43.00    50  pgbackrest
02:55:48       26    346190   43.00    2.00    0.00    0.00   45.00    64  pgbackrest
02:55:48       26    346191   34.00    5.00    0.00    0.00   39.00    99  pgbackrest

02:55:48      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:55:49        0      2210    0.00    1.00    0.00    0.00    1.00    18  kworker/18:1-mm_percpu_wq
02:55:49        0     10742    1.00    0.00    0.00    0.00    1.00    84  kubelet
02:55:49     1000     18234    1.00    0.00    0.00    0.00    1.00    93  metrics-server
02:55:49        0    346037    1.00    2.00    0.00    0.00    3.00    68  pidstat
02:55:49       26    346184   36.00    7.00    0.00    0.00   43.00    26  pgbackrest
02:55:49       26    346185   36.00    3.00    0.00    0.00   39.00    27  pgbackrest
02:55:49       26    346186   42.00    3.00    0.00    0.00   45.00    24  pgbackrest
02:55:49       26    346187   40.00    6.00    0.00    0.00   46.00   106  pgbackrest
02:55:49       26    346188   38.00    7.00    0.00    0.00   45.00   107  pgbackrest
02:55:49       26    346189   36.00    2.00    0.00    0.00   38.00    50  pgbackrest
02:55:49       26    346190   35.00    3.00    0.00    0.00   38.00    64  pgbackrest
02:55:49       26    346191   30.00    4.00    0.00    0.00   34.00    35  pgbackrest

02:55:49      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:55:50        0     10676    1.00    0.00    0.00    0.00    1.00    47  containerd
02:55:50        0     10742    2.00    0.00    0.00    0.00    2.00    84  kubelet
02:55:50        0     10857    1.00    0.00    0.00    0.00    1.00    18  containerd-shim
02:55:50    10001     44757    0.00    1.00    0.00    0.00    1.00    41  manager
02:55:50        0    346037    1.00    1.00    0.00    0.00    2.00    68  pidstat
02:55:50        0    346073    1.00    0.00    0.00    0.00    1.00    65  vmstat
02:55:50       26    346184   34.00    3.00    0.00    0.00   37.00    26  pgbackrest
02:55:50       26    346185   32.00    4.00    0.00    0.00   36.00    27  pgbackrest
02:55:50       26    346186   40.00    3.00    0.00    0.00   43.00    24  pgbackrest
02:55:50       26    346187   37.00    6.00    0.00    0.00   43.00    11  pgbackrest
02:55:50       26    346188   38.00    3.00    0.00    0.00   41.00   107  pgbackrest
02:55:50       26    346189   44.00    4.00    0.00    0.00   48.00    50  pgbackrest
02:55:50       26    346190   39.00    8.00    0.00    0.00   47.00    64  pgbackrest
02:55:50       26    346191   38.00    3.00    0.00    0.00   41.00    35  pgbackrest

02:55:50      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:55:51       26    338220    1.00    0.00    0.00    0.00    1.00    66  manager
02:55:51        0    346037    0.00    2.00    0.00    0.00    2.00    68  pidstat
02:55:51       26    346184   35.00    3.00    0.00    0.00   38.00    26  pgbackrest
02:55:51       26    346185   34.00    0.00    0.00    0.00   34.00    91  pgbackrest
02:55:51       26    346186   41.00    1.00    0.00    0.00   42.00    24  pgbackrest
02:55:51       26    346187   39.00    4.00    0.00    0.00   43.00    32  pgbackrest
02:55:51       26    346188   37.00    0.00    0.00    0.00   37.00   107  pgbackrest
02:55:51       26    346189   42.00    1.00    0.00    0.00   43.00    50  pgbackrest
02:55:51       26    346190   37.00    4.00    0.00    0.00   41.00    64  pgbackrest
02:55:51       26    346191   33.00    5.00    0.00    0.00   38.00    35  pgbackrest

02:55:51      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:55:52        0     10676    1.00    0.00    0.00    0.00    1.00    47  containerd
02:55:52        0     10742    3.00    0.00    0.00    0.00    3.00    84  kubelet
02:55:52        0     10857    0.00    1.00    0.00    0.00    1.00    18  containerd-shim
02:55:52        0     18368    0.00    1.00    0.00    0.00    1.00     9  containerd-shim
02:55:52    10001     39866    1.00    0.00    0.00    0.00    1.00    66  manager
02:55:52        0    335728    1.00    0.00    0.00    0.00    1.00    21  kworker/21:2-events
02:55:52        0    344090    1.00    0.00    0.00    0.00    1.00    96  kworker/96:0-events
02:55:52        0    346037    1.00    2.00    0.00    0.00    3.00    68  pidstat
02:55:52       26    346184   39.00    3.00    0.00    0.00   42.00    26  pgbackrest
02:55:52       26    346185   33.00    2.00    0.00    0.00   35.00    91  pgbackrest
02:55:52       26    346186   45.00    2.00    0.00    0.00   47.00    24  pgbackrest
02:55:52       26    346187   37.00    7.00    0.00    0.00   44.00    42  pgbackrest
02:55:52       26    346188   46.00    2.00    0.00    0.00   48.00   107  pgbackrest
02:55:52       26    346189   36.00    2.00    0.00    0.00   38.00    50  pgbackrest
02:55:52       26    346190   37.00    3.00    0.00    0.00   40.00    64  pgbackrest
02:55:52       26    346191   41.00    7.00    0.00    0.00   48.00    32  pgbackrest

02:55:52      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:55:53        0     10676    1.00    0.00    0.00    0.00    1.00    47  containerd
02:55:53        0     10742    1.00    1.00    0.00    0.00    2.00    84  kubelet
02:55:53     1000     18237    1.00    0.00    0.00    0.00    1.00    40  metrics-server
02:55:53    65532     43335    1.00    0.00    0.00    0.00    1.00    44  cainjector
02:55:53        0     47067    1.00    0.00    0.00    0.00    1.00    43  containerd-shim
02:55:53        0    346037    0.00    2.00    0.00    0.00    2.00    68  pidstat
02:55:53       26    346184   34.00    2.00    0.00    0.00   36.00    26  pgbackrest
02:55:53       26    346185   37.00    0.00    0.00    0.00   37.00    91  pgbackrest
02:55:53       26    346186   44.00    3.00    0.00    0.00   47.00    24  pgbackrest
02:55:53       26    346187   45.00    3.00    0.00    0.00   48.00    42  pgbackrest
02:55:53       26    346188   38.00    4.00    0.00    0.00   42.00   107  pgbackrest
02:55:53       26    346189   36.00    6.00    0.00    0.00   42.00    50  pgbackrest
02:55:53       26    346190   43.00    5.00    0.00    0.00   48.00    64  pgbackrest
02:55:53       26    346191   38.00    3.00    0.00    0.00   41.00    32  pgbackrest

02:55:53      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:55:54        0       459    0.00    1.00    0.00    0.00    1.00    87  migration/87
02:55:54        0     10742    0.00   10.00    0.00    0.00   10.00    84  kubelet
02:55:54    65532     13838    2.00    0.00    0.00    0.00    2.00    46  coredns
02:55:54    65532     45947    1.00    0.00    0.00    0.00    1.00    89  manager
02:55:54        0    346037    1.00    2.00    0.00    0.00    3.00    68  pidstat
02:55:54       26    346159    1.00    1.00    0.00    0.00    2.00    43  pgbackrest
02:55:54       26    346184   32.00    1.00    0.00    0.00   33.00    26  pgbackrest
02:55:54       26    346185   39.00    2.00    0.00    0.00   41.00    91  pgbackrest
02:55:54       26    346186   20.00    0.00    0.00    0.00   20.00    51  pgbackrest
02:55:54       26    346187   29.00    3.00    0.00    0.00   32.00    42  pgbackrest
02:55:54       26    346188   32.00    1.00    0.00    0.00   33.00   107  pgbackrest
02:55:54       26    346189   24.00    2.00    0.00    0.00   26.00    50  pgbackrest
02:55:54       26    346190   30.00    2.00    0.00    0.00   32.00    64  pgbackrest
02:55:54       26    346191   35.00    3.00    0.00    0.00   38.00    32  pgbackrest

02:55:54      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:55:55        0     10676    2.00    0.00    0.00    0.00    2.00    47  containerd
02:55:55        0     10742    0.00    1.00    0.00    0.00    1.00    84  kubelet
