Linux 6.12.88-119.157.amzn2023.x86_64 (ip-192-168-58-166.ec2.internal) 	06/04/26 	_x86_64_	(128 CPU)

02:31:33        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
02:31:34           lo    252.00    252.00     16.85     16.85      0.00      0.00      0.00      0.00
02:31:34         ens5     95.00     86.00     21.72     19.58      0.00      0.00      0.00      0.00
02:31:34    eni9c774036886      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:31:34    eni5fd491a8520      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:31:34         ens6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:31:34    eni46def74d622      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:31:34    eni863f1470662      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:31:34    eni637ff84c0bb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:31:34    enic667095f2f6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:31:34    eni7a106f4e85a     23.00     28.00      6.22      6.05      0.00      0.00      0.00      0.00
02:31:34    eni6d04481d948      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:31:34    eni95c2a9260c8      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:31:34    enic47e233eae6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:31:34    eni0afda04f433      5.00      4.00      0.82      0.80      0.00      0.00      0.00      0.00
02:31:34    enidbf23aa60a5      4.00      4.00      0.75      0.80      0.00      0.00      0.00      0.00
02:31:34    eni18e702d09ed      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:31:34    eni57210d8fe98      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

02:31:34        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
02:31:35           lo    285.00    285.00     19.64     19.64      0.00      0.00      0.00      0.00
