procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 208916752   1600 47693864    0    0 10652 216989 35194   36  8  3 89  0  0  0
 0  0      0 208986588   1600 47693912    0    0     0     0 27988 56656  2  1 97  0  0  0
 0  1      0 208295424   1600 47724036    0    0     0 76952 37095 139940  1  2 97  0  0  0
 2  1      0 207389968   1600 48206288    0    0     0 904368 61342 584255  8  6 86  1  0  0
 6  0      0 206605420   1600 48604064    0    0     0 888580 63639 585706  7  4 88  1  0  0
55  1      0 205887116   1600 48952884    0    0     0 920888 71021 651488  8  4 87  1  0  0
 1  0      0 204951240   1600 49228192    0    0     0 832060 76027 561193  9  4 87  1  0  0
 2  1      0 204387736   1600 49463144    0    0     0 864392 98984 695862  9  4 86  1  0  0
 0  1      0 203637296   1600 49646016    0    0     0 842680 115023 659208 15  6 79  1  0  0
 2  0      0 202951876   1600 50042884    0    0     0 825768 93140 527315  5  2 93  1  0  0
 1  1      0 202179876   1600 50568500    0    0     0 835199 80538 363229  8  3 89  1  0  0
135  0      0 201559656   1600 51021856    0    0     0 790261 85530 424143  6  3 91  1  0  0
 1  1      0 200885148   1600 51507852    0    0     0 902061 88245 409970 10  4 85  1  0  0
18  1      0 200006672   1600 52042536    0    0     0 991399 95167 507775  9  4 87  1  0  0
 1  1      0 199234352   1600 52594904    0    0     0 1051539 105146 535358 12  5 83  1  0  0
136  1      0 197995112   1600 53144320    0    0     0 1056823 108336 564603 13  5 81  1  0  0
 2  1      0 197631836   1600 53702448    0    0     0 1148340 88875 404167  8  3 88  1  0  0
 2  0      0 197046960   1600 54211988    0    0     0 1215963 87665 295334  7  3 89  1  0  0
 6  2      0 196011196   1600 54712292    0    0     0 1197177 91119 323875  7  2 90  1  0  0
 1  2      0 195694280   1600 55208420    0    0     0 1203730 92863 339153  5  2 91  1  0  0
 1  1      0 195111776   1600 55746292    0    0     0 1206307 90192 328419  9  3 87  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
22  2      0 194244892   1600 56225972    0    0     0 1165130 90196 339637  7  2 90  1  0  0
 2  1      0 193966600   1600 56704072    0    0     0 1167850 97360 354521  4  2 93  1  0  0
 1  2      0 193406516   1600 57182036    0    0     0 1102200 82442 323805  8  3 89  1  0  0
 0  1      0 192823712   1600 57643128    0    0     0 1100423 92218 373748  7  3 90  1  0  0
85  0      0 192301848   1600 58103680    0    0     0 1153753 94627 362812  9  3 87  1  0  0
 8  2      0 191785384   1600 58596732    0    0     0 1161953 97963 396219  8  3 87  1  0  0
 0  1      0 191156444   1600 59089948    0    0     0 1155540 97549 435292  6  3 91  1  0  0
122  2      0 190647376   1600 59557724    0    0     0 1107381 98794 405779 11  4 84  1  0  0
 2  2      0 190192596   1600 60001832    0    0     0 1051298 91868 377237  9  3 88  1  0  0
108  0      0 189500832   1600 60443548    0    0     0 1049571 94857 420791  6  4 89  1  0  0
97  0      0 188961736   1600 60897800    0    0     0 1082700 98539 423303  9  3 87  1  0  0
116  0      0 188404972   1600 61398576    0    0     0 1115893 102331 463370 10  4 85  1  0  0
 0  2      0 187920960   1600 61874604    0    0     0 1129155 104550 505410 11  5 83  1  0  0
 5  0      0 187290404   1600 62350068    0    0     0 1116590 106245 498513 11  4 84  1  0  0
 0  1      0 186656532   1600 62809192    0    0     0 1113075 105520 507220 11  5 83  1  0  0
 1  1      0 186046784   1600 63300996    0    0     0 1123970 109441 590692  9  4 86  1  0  0
164  0      0 185435212   1600 63781448    0    0     0 1145241 109722 613413 13  5 81  1  0  0
 2  2      0 184594964   1600 64284380    0    0     0 1156289 113388 623589 14  6 79  1  0  0
 1  1      0 184142088   1600 64772976    0    0     0 1122331 109006 660323 12  5 82  1  0  0
142  0      0 183549756   1600 65231892    0    0     0 1054133 113662 663928 15  6 78  1  0  0
141  0      0 182968504   1600 65709044    0    0     0 1066721 120310 758042 15  7 78  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 182456044   1600 66175804    0    0     0 1077453 118760 766077 19  7 74  1  0  0
 9  1      0 181581900   1600 66649340    0    0     0 1047633 123012 826499 21  8 71  1  0  0
183  1      0 181317848   1600 67109032    0    0     0 1058143 131499 925094 21  8 71  1  0  0
 4  2      0 180819708   1600 67551528    0    0     0 1019725 124704 970689 23  8 69  1  0  0
152  1      0 180191856   1600 67993996    0    0     0 985224 140395 1069481 21  8 70  1  0  0
 1  3      0 179765080   1600 68420136    0    0     0 962336 136464 1178274 29 10 60  0  0  0
192  0      0 179202448   1600 68868228    0    0     0 1009743 156373 1407047 30 11 58  0  0  0
210  0      0 178744024   1600 69313292    0    0     0 995274 160672 1707732 42 14 44  0  0  0
218  1      0 178246020   1600 69776432    0    0     0 986396 179138 2163727 49 17 33  0  0  0
178  1      0 177697572   1600 70240404    0    0     0 1062850 174773 3096539 65 21 14  0  0  0
182  1      0 176930884   1600 70604688    0    0     0 1101676 176890 2868791 69 21 10  0  0  0
203  1      0 176946068   1600 70958736    0    0     0 1062941 153006 3194801 64 19 16  0  0  0
192  1      0 176580852   1600 71253744    0    0     0 1179235 132775 2994704 66 19 15  0  0  0
