procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 211673032   1600 45461908    0    0 15089 198516 23548   17  5  1 94  0  0  0
 1  0      0 211634744   1600 45461924    0    0     0   188 10611 19378  0  0 100  0  0  0
14  1      0 210280444   1600 45669792    0    0     0 313800 29980 235590  3  3 94  0  0  0
 0  1      0 209354096   1600 46145464    0    0     0 983040 50332 609550  5  4 90  1  0  0
 0  1      0 208477028   1600 46575912    0    0     0 1059928 64800 681262  7  5 88  1  0  0
 1  1      0 207672784   1600 46907856    0    0     0 967568 80956 654758  7  4 88  1  0  0
 0  1      0 206770860   1600 47181852    0    0     0 1029180 131152 741728  9  5 85  1  0  0
 2  1      0 205918356   1600 47441300    0    0     0 1028820 147811 782475 11  5 84  1  0  0
 1  1      0 205290484   1600 47593424    0    0     0 1076040 158405 841031 13  7 79  1  0  0
107  0      0 204557108   1600 47716412    0    0     0 1040480 162562 896305 17  8 75  0  0  0
 2  0      0 203686292   1600 48252304    0    0     0 1121668 113658 616646 10  4 85  1  0  0
 0  1      0 202878140   1600 48848752    0    0     0 1098629 104756 535921 12  5 82  1  0  0
 2  1      0 202214552   1600 49404252    0    0     0 1185550 84683 332076  2  1 96  1  0  0
 0  1      0 201570692   1600 49950824    0    0     0 1295345 87873 276966  3  1 94  1  0  0
 1  2      0 200969636   1600 50483868    0    0     0 1237679 85518 284916  5  2 91  1  0  0
 0  1      0 200321752   1600 51029444    0    0     0 1283636 89850 305020  6  3 91  1  0  0
 3  0      0 199746728   1600 51541216    0    0     0 1239902 87684 301042  6  3 91  1  0  0
 0  1      0 199139692   1600 52068844    0    0     0 1250058 85777 308856  7  3 89  1  0  0
 0  2      0 198503016   1600 52594404    0    0     0 1252149 88536 319572  4  2 94  1  0  0
 0  1      0 197855088   1600 53137812    0    0     0 1293690 91050 349461  5  2 92  1  0  0
 0  1      0 197172600   1600 53721596    0    0     0 1352803 96591 383865  7  3 89  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
17  0      0 196520840   1600 54286372    0    0     0 1344337 95588 385579  9  4 86  1  0  0
 0  2      0 195830592   1600 54847508    0    0     0 1304483 96708 411577  6  3 90  1  0  0
 9  0      0 195105368   1600 55426388    0    0     0 1345092 99421 415358  7  4 88  1  0  0
 0  2      0 194379120   1600 55968112    0    0     0 1268888 96043 414153  7  3 89  1  0  0
 1  1      0 193756212   1600 56460520    0    0     0 1178444 93397 400955  6  3 90  1  0  0
 0  1      0 193176216   1600 56952628    0    0     0 1190648 93567 413831  6  3 90  1  0  0
 0  2      0 192588808   1600 57461160    0    0     0 1192833 98461 451557  9  4 87  1  0  0
 4  1      0 191962644   1600 57984280    0    0     0 1198583 98075 474486  7  3 89  1  0  0
 1  1      0 191337252   1600 58508876    0    0     0 1192703 104065 524449 11  5 83  1  0  0
 1  0      0 190665384   1600 59017012    0    0     0 1179445 102994 531117 10  4 85  1  0  0
 0  2      0 190033924   1600 59525168    0    0     0 1187228 106715 572508  8  3 88  1  0  0
 0  1      0 189415100   1600 60024580    0    0     0 1192856 108096 590240 12  5 82  1  0  0
 4  1      0 188814784   1600 60547004    0    0     0 1159452 109413 638114 12  6 81  1  0  0
 0  1      0 188181296   1600 61038684    0    0     0 1155114 112999 668098 12  5 82  1  0  0
183  1      0 187568836   1600 61563068    0    0     0 1209582 123802 781866 17  7 75  1  0  0
 0  2      0 186931828   1600 62092792    0    0     0 1215521 132353 848032 18  8 74  1  0  0
149  2      0 186277192   1600 62623408    0    0     0 1178933 128978 921612 19  8 73  1  0  0
 1  1      0 185671472   1600 63137184    0    0     0 1189394 135007 1034343 21  9 69  1  0  0
237  0      0 184977504   1600 63672912    0    0     0 1179323 146831 1185959 25 10 65  1  0  0
 1  1      0 184325392   1600 64180952    0    0     0 1167514 158630 1370641 28 11 60  0  0  0
200  1      0 183657836   1600 64722332    0    0     0 1199015 175533 1744428 41 16 43  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
199  0      0 183044476   1600 65230400    0    0     0 1132890 187400 2164471 48 17 35  0  0  0
234  0      0 182499924   1600 65738524    0    0     0 1122816 174030 2917735 62 20 18  0  0  0
204  0      0 182040108   1600 66164748    0    0     0 1116620 162649 3283892 70 21 10  0  0  0
199  0      0 181729960   1600 66492756    0    0     0 1108937 174360 3210291 68 21 10  0  0  0
199  0      0 181347772   1600 66857992    0    0     0 1110719 136030 3287484 65 19 16  0  0  0
207  1      0 181084708   1600 67109440    0    0     0 1289542 131251 3254664 64 19 17  0  0  0
221  2      0 180844216   1600 67358896    0    0     0 1276277 129341 3238541 64 19 17  0  0  0
 0  1      0 185264516   1600 62998060    0    0     0 1125232 105941 2085500 40 12 48  0  0  0
 1  1      0 184770272   1600 63489864    0    0     0 1218602 73279 317675  7  2 90  1  0  0
136  1      0 184327348   1600 63932492    0    0     0 1148804 67927 291801  4  1 94  1  0  0
 0  1      0 183904952   1600 64391440    0    0     0 1212864 68050 292565  6  2 91  1  0  0
 0  1      0 183508520   1600 64817584    0    0     0 1104375 68211 304080  5  2 92  1  0  0
 1  1      0 183117976   1600 65227424    0    0     0 1135244 65883 287013  4  2 93  1  0  0
27  1      0 182693892   1600 65669916    0    0     0 1133310 71606 331519  6  3 90  1  0  0
79  0      0 182247164   1600 66128916    0    0     0 1149687 70591 333931  8  3 88  1  0  0
 0  1      0 181786692   1600 66604788    0    0     0 1167601 73845 351765  5  2 92  1  0  0
 0  2      0 181292356   1600 67080052    0    0     0 1181975 76055 381544  6  3 90  1  0  0
164  0      0 180870148   1600 67536928    0    0     0 1113149 76485 376459  8  3 88  1  0  0
 1  1      0 180432688   1600 67981608    0    0     0 1130545 74699 375508  8  3 89  1  0  0
 0  1      0 179939292   1600 68440384    0    0     0 1151031 77039 390150  7  3 89  1  0  0
 0  1      0 179467752   1600 68899328    0    0     0 1173189 80292 417783  8  3 88  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  1      0 178997848   1600 69374852    0    0     0 1172578 85443 443329  8  3 88  1  0  0
 0  1      0 178541320   1600 69833748    0    0     0 1145110 81364 436469  8  3 88  1  0  0
 1  1      0 178106044   1600 70292656    0    0     0 1110505 82321 449576  8  4 88  1  0  0
 0  1      0 177648732   1600 70735040    0    0     0 1100085 81234 449400  9  3 87  1  0  0
 0  1      0 177195736   1600 71193920    0    0     0 1131101 83795 517956  9  4 87  1  0  0
 2  1      0 176743792   1600 71652700    0    0     0 1135848 84333 566492 13  5 82  1  0  0
 0  1      0 176294188   1600 72127868    0    0     0 1165724 84195 567890 11  4 84  1  0  0
 0  1      0 175825588   1600 72586660    0    0     0 1127491 86162 619431 12  4 83  1  0  0
 1  1      0 175377760   1600 73045480    0    0     0 1129346 92103 676596 13  5 82  1  0  0
 2  0      0 174878888   1600 73520724    0    0     0 1122742 91567 686472 11  4 84  1  0  0
 0  1      0 174397324   1600 73996116    0    0     0 1129011 104532 767378 16  6 77  1  0  0
 4  0      0 173958304   1600 74488056    0    0     0 1161802 108952 860252 16  6 77  1  0  0
 1  1      0 173489896   1600 74963600    0    0     0 1122577 114134 906395 18  7 75  1  0  0
 2  0      0 172998568   1600 75439636    0    0     0 1133260 120866 1006653 20  8 72  0  0  0
 0  1      0 172470440   1600 75929704    0    0     0 1124926 111304 895289 20  7 72  1  0  0
88  0      0 171957832   1600 76407264    0    0     0 1144319 105659 823189 17  6 77  1  0  0
 2  0      0 171386460   1600 76935484    0    0     0 1174442 103345 850088 15  5 79  1  0  0
 0  1      0 170885216   1600 77436784    0    0     0 1184057 112767 933222 18  7 74  1  0  0
253  1      0 170349292   1600 77928368    0    0     0 1155036 113568 994488 21  8 71  0  0  0
213  0      0 169881088   1600 78403668    0    0     0 1113622 147240 1587901 33 11 56  0  0  0
 0  1      0 169437824   1600 78878860    0    0     0 1095218 170838 2485997 54 16 30  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
197  0      0 168984368   1600 79354080    0    0     0 1119848 148320 3306889 66 19 15  0  0  0
207  1      0 168630228   1600 79731040    0    0     0 1165474 130247 3334361 65 18 17  0  0  0
200  0      0 168344000   1600 80042416    0    0     0 1138922 125093 3298216 64 17 18  0  0  0
197  0      0 168065108   1600 80321192    0    0     0 1165207 124149 3301779 64 18 18  0  0  0
185  1      0 167804864   1600 80583356    0    0     0 1097944 122362 3286011 64 17 19  0  0  0
167  0      0 167549156   1600 80845592    0    0     0 1101840 121152 3303107 63 18 19  0  0  0
234  1      0 167254884   1600 81091544    0    0     0 1097999 126126 3273740 63 18 19  0  0  0
247  0      0 167038280   1600 81320948    0    0     0 1124828 125779 3275567 64 18 19  0  0  0
191  1      0 166765852   1600 81566932    0    0     0 1152337 129153 3299726 64 18 18  0  0  0
233  0      0 166502000   1600 81798924    0    0     0 1115534 128406 3300315 65 17 18  0  0  0
176  0      0 166305696   1600 82029268    0    0     0 1153163 130996 3290070 64 17 18  0  0  0
210  0      0 167034324   1600 81336992    0    0     0 1076404 151477 3287485 65 17 18  0  0  0
 1  0      0 167526700   1600 80801296    0    0     0 1179594 69757 392278  6  2 91  1  0  0
 2  0      0 167024912   1600 81276596    0    0     0 1241131 68780 326672  4  2 93  1  0  0
 1  1      0 166552296   1600 81751996    0    0     0 1243234 71667 331092  7  3 90  1  0  0
127  2      0 166054232   1600 82227472    0    0    80 1206596 72991 344549  6  2 91  1  0  0
 1  1      0 165576424   1600 82702872    0    0     0 1253765 71658 341622  4  2 93  1  0  0
 0  1      0 165078252   1600 83210988    0    0     0 1238857 73575 377432  6  3 91  1  0  0
 4  0      0 164601592   1600 83686372    0    0     0 1219731 72446 368149  7  3 90  1  0  0
 1  1      0 164170036   1600 84145488    0    0     0 1176857 71944 366719  7  3 89  1  0  0
 0  1      0 163705940   1600 84637256    0    0     0 1196436 76120 398930  7  3 90  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
116  2      0 163221868   1600 85112628    0    0     0 1186231 76459 411193  7  3 90  1  0  0
 0  1      0 162775580   1600 85588036    0    0     0 1196951 76929 409161  7  3 89  1  0  0
 0  1      0 162278828   1600 86079896    0    0     0 1201401 80864 443540  6  3 90  1  0  0
 3  0      0 161800336   1600 86539016    0    0     0 1145424 78106 435872  7  2 90  1  0  0
 0  2      0 161336028   1600 87014348    0    0     0 1175296 80942 464437  9  3 87  1  0  0
 0  1      0 160916912   1600 87473236    0    0     0 1165739 81137 466118 10  4 85  1  0  0
 3  0      0 160409520   1600 87981272    0    0     0 1194610 85714 525892 12  4 83  1  0  0
 1  0      0 159885616   1600 88466744    0    0     0 1241814 87646 551129  9  3 87  1  0  0
 2  1      0 159390220   1600 88964748    0    0     0 1203659 89462 600151 10  4 85  1  0  0
 0  1      0 158912948   1600 89440092    0    0     0 1191755 92335 594142  8  3 88  1  0  0
 0  1      0 158426924   1600 89899032    0    0     0 1124637 88769 597301 12  5 83  1  0  0
 0  1      0 157971720   1600 90374400    0    0     0 1169426 99758 666041 13  5 82  1  0  0
 1  1      0 157457316   1600 90849684    0    0     0 1171156 103733 731266 14  5 80  1  0  0
139  0      0 156930976   1600 91341492    0    0   112 1135871 110501 754971 16  6 77  1  0  0
176  2      0 156478796   1600 91800364    0    0     0 1128291 109939 818865 17  6 77  1  0  0
 4  1      0 156063364   1600 92259304    0    0     0 1113901 114704 883103 19  7 74  1  0  0
180  0      0 155583640   1600 92729636    0    0     0 1074238 128718 996109 21  7 72  0  0  0
 0  1      0 155115468   1600 93210312    0    0     0 1133256 135325 1190311 26  9 64  0  0  0
175  0      0 154629728   1600 93705952    0    0     0 1164056 151719 1417895 29  9 62  0  0  0
171  1      0 154148820   1600 94211548    0    0     0 1145826 170405 1752957 38 13 49  0  0  0
204  1      0 153621576   1600 94720728    0    0     0 1116401 175419 2075763 46 14 40  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
213  1      0 153151552   1600 95196744    0    0     0 1126276 181123 2593385 56 17 27  0  0  0
226  0      0 152703388   1600 95663196    0    0     0 1129223 143427 3423045 67 18 15  0  0  0
153  0      0 152305860   1600 96034208    0    0     0 1211107 136359 3322853 65 18 18  0  0  0
198  0      0 151956276   1600 96361912    0    0     0 1211241 133631 3328711 65 17 18  0  0  0
