procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 211538540   1600 45472268    0    0 12450 215825 25243   19  5  2 93  0  0  0
 0  0      0 211563096   1600 45472276    0    0     0   280 7778 7686  0  0 100  0  0  0
 0  1      0 210304176   1600 45617572    0    0     0 193688 21376 148916  1  1 97  0  0  0
 0  1      0 209424488   1600 46059008    0    0     0 901816 46018 555211  6  5 89  1  0  0
 0  1      0 208643276   1600 46470216    0    0     0 1001992 53922 632590  6  4 89  1  0  0
 1  1      0 207725448   1600 46855136    0    0     0 1060924 79705 713709  8  5 86  1  0  0
91  1      0 206768264   1600 47166896    0    0     0 1055816 119075 760022 11  5 83  1  0  0
 1  0      0 206009420   1600 47405276    0    0     0 1050096 151018 806870 11  5 83  1  0  0
 3  0      0 205269688   1600 47582816    0    0     0 1052112 157212 832081 14  7 78  1  0  0
98  1      0 204516396   1600 47729588    0    0     0 1042736 154222 858310 17  8 75  1  0  0
 0  1      0 203915580   1600 47811120    0    0     0 1034944 163091 947122 17  8 74  0  0  0
 2  0      0 203104892   1600 48399072    0    0     0 1145009 97618 510473  7  3 89  1  0  0
 0  1      0 202495288   1600 48946476    0    0     0 1303310 85489 277386  3  2 94  1  0  0
 2  0      0 201880844   1600 49476664    0    0     0 1255866 86521 287665  6  3 91  1  0  0
 4  0      0 201318380   1600 49956292    0    0     0 1162308 82187 265175  2  1 95  1  0  0
 1  0      0 200804004   1600 50426792    0    0     0 1133612 81103 266104  4  2 93  1  0  0
 0  1      0 200247704   1600 50905460    0    0     0 1149070 80337 276029  4  2 93  1  0  0
 2  0      0 199685236   1600 51393924    0    0     0 1159382 81868 295745  5  2 92  1  0  0
 0  2      0 199078588   1600 51888476    0    0     0 1170828 84324 308703  3  1 95  1  0  0
 0  1      0 198491672   1600 52383712    0    0     0 1129027 81084 310982  4  1 94  1  0  0
109  0      0 197892168   1600 52851700    0    0    72 1109892 82637 313749  4  2 93  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  2      0 197346644   1600 53321408    0    0     0 1124738 84661 321502  5  2 92  1  0  0
 1  1      0 196816232   1600 53781528    0    0     0 1084767 80586 325763  5  2 93  1  0  0
 1  0      0 196221568   1600 54257428    0    0     0 1099835 86496 353225  6  3 90  1  0  0
 1  1      0 195639624   1600 54741568    0    0     0 1089466 83345 358910  6  3 90  1  0  0
 0  1      0 195061808   1600 55200984    0    0     0 1127468 89339 371333  9  4 87  1  0  0
 0  2      0 194464852   1600 55676700    0    0     0 1109601 89054 389186  6  3 90  1  0  0
 0  2      0 193905304   1600 56135976    0    0     0 1114248 88354 391011  7  3 89  1  0  0
141  0      0 193348220   1600 56601316    0    0     0 1094079 91125 408600  6  2 91  1  0  0
 1  2      0 192739536   1600 57087192    0    0     0 1120767 93682 446799  8  4 87  1  0  0
 0  2      0 192135348   1600 57562544    0    0     0 1082770 92613 478313  7  3 90  1  0  0
 1  1      0 191541228   1600 58026324    0    0     0 1108930 97222 476459  8  4 88  1  0  0
 1  2      0 190955120   1600 58531808    0    0     0 1104881 101671 516994 11  6 82  1  0  0
 3  0      0 190410304   1600 59006968    0    0     0 1100267 98825 547966  9  4 86  1  0  0
149  0      0 189800720   1600 59482196    0    0     0 1137421 105439 577850  9  4 86  1  0  0
 1  1      0 189192324   1600 59973844    0    0     0 1130587 108016 642833 12  5 82  1  0  0
 1  1      0 188582992   1600 60465468    0    0     0 1129607 112356 693950 14  6 80  1  0  0
 0  2      0 188017148   1600 60957148    0    0     0 1172389 120786 755169 15  6 78  1  0  0
 0  1      0 187429980   1600 61448744    0    0     0 1138123 122468 840640 15  6 79  1  0  0
 0  2      0 186833356   1600 61960056    0    0     0 1144182 130347 940734 20  9 70  1  0  0
174  1      0 186198912   1600 62472896    0    0     0 1163969 136660 1033487 19  8 73  1  0  0
 1  1      0 185565668   1600 62973236    0    0     0 1144649 148729 1213190 25 10 64  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
180  1      0 184972056   1600 63486668    0    0     0 1121977 160377 1391406 28 11 61  0  0  0
210  0      0 184400308   1600 63971076    0    0     0 1076679 165160 1650301 38 14 48  0  0  0
 4  1      0 183858104   1600 64446456    0    0     0 1101866 179643 2001543 45 17 38  0  0  0
201  0      0 183350804   1600 64905504    0    0     0 1033622 181394 2599605 56 19 25  0  0  0
213  0      0 182842692   1600 65348136    0    0     0 1091588 172475 3248662 69 22  9  0  0  0
236  0      0 182471896   1600 65694328    0    0     0 1092436 185596 3171079 69 22  9  0  0  0
239  0      0 182042428   1600 66078780    0    0     0 1082684 179334 3133207 70 21  8  0  0  0
194  2      0 181827868   1600 66357832    0    0     0 1221082 164807 3178702 70 21  9  0  0  0
231  1      0 181582928   1600 66589348    0    0     0 1227493 146632 3305462 68 19 13  0  0  0
 1  1      0 185538840   1600 62644612    0    0     0 1166568 138919 3175614 62 18 20  0  0  0
 0  1      0 185064556   1600 63132244    0    0     0 1193792 71143 294596  3  1 95  1  0  0
 1  1      0 184561512   1600 63607480    0    0     0 1208175 71772 306577  6  2 91  1  0  0
111  1      0 184079088   1600 64066328    0    0     0 1177179 73113 306347  5  2 92  1  0  0
 0  2      0 183662260   1600 64525112    0    0     0 1178869 71874 310022  4  2 94  1  0  0
 1  1      0 183225160   1600 64967528    0    0     0 1148435 71661 308250  3  1 95  1  0  0
 1  1      0 182756968   1600 65442668    0    0     0 1186177 75655 333504  6  3 90  1  0  0
 0  1      0 182319256   1600 65917876    0    0     0 1192028 76526 342965  8  3 88  1  0  0
 0  2      0 181855456   1600 66376716    0    0     0 1151569 74715 346483  5  2 92  1  0  0
 2  0      0 181460748   1600 66788408    0    0     0 1111513 70045 327084  4  2 94  1  0  0
 2  0      0 181059824   1600 67245184    0    0     0 1115807 75263 359266  6  2 91  1  0  0
148  0      0 180604408   1600 67705472    0    0     0 1158654 79208 390699  5  2 92  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  2      0 180131304   1600 68146816    0    0     0 1076875 74571 368303  6  3 90  1  0  0
 3  0      0 179700952   1600 68556516    0    0     0 1021072 74300 367501  9  4 87  1  0  0
125  1      0 179263136   1600 68966200    0    0     0 1012401 75795 386939  6  2 91  1  0  0
 0  1      0 178860672   1600 69375856    0    0     0 1002675 75887 386762  8  3 88  1  0  0
 0  1      0 178417376   1600 69785576    0    0     0 999190 77079 402661  7  3 90  1  0  0
 1  0      0 178033176   1600 70178872    0    0     0 970287 78437 411527  5  2 92  1  0  0
 1  2      0 177612128   1600 70588572    0    0     0 1012305 79421 438050  7  3 90  1  0  0
 2  0      0 177233772   1600 70981832    0    0     0 1004476 79430 441099  8  4 87  1  0  0
 0  1      0 176835684   1600 71391648    0    0     0 996204 81802 465291  6  2 91  1  0  0
 0  1      0 176431236   1600 71801508    0    0     0 993291 82726 489027  9  4 87  1  0  0
 1  1      0 176064584   1600 72194876    0    0     0 965290 84635 491543 11  5 84  1  0  0
 1  1      0 175664372   1600 72604760    0    0     0 979665 89356 551377 12  5 82  1  0  0
 0  1      0 175254756   1600 73031032    0    0     0 1026329 96491 596758 11  4 84  1  0  0
 0  1      0 174839436   1600 73425212    0    0     0 994677 92115 563160 13  6 81  1  0  0
199  0      0 174397604   1600 73837716    0    0     0 995498 90122 546925 10  4 85  1  0  0
13  0      0 174022136   1600 74239456    0    0     0 950461 88693 520741 10  4 85  1  0  0
 0  2      0 173628888   1600 74632748    0    0     0 989756 87316 519574 10  4 85  1  0  0
