procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 120093476 1600 137098944 0   0  1259 103641 6279   0  0  0 98  1  0  0
 0  0      0 120069404 1600 137099308 0   0     0     0 5766 9137  0  0 100 0  0  0
 1  0      0 119997068 1600 137115704 0   0     0 16415 7710 11390 0  0 100 0  0  0
 6  0      0 120000404 1600 137115704 0   0     0     0 4850 2738  0  0 100 0  0  0
 1  0      0 120008060 1600 137115704 0   0     0     0 5185 2539  0  0 100 0  0  0
 0  0      0 120009704 1600 137115704 0   0     0     0 4778 2743  0  0 100 0  0  0
 0  0      0 120011524 1600 137115704 0   0     0     0 4828 3088  0  0 99  0  0  0
 1  0      0 120013300 1600 137115704 0   0     0    12 6367 6354  0  0 99  0  0  0
 0  0      0 120015120 1600 137115704 0   0     0     0 4769 3085  0  0 100 0  0  0
 0  0      0 120014968 1600 137115704 0   0     0     0 5023 3646  0  0 100 0  0  0
 0  0      0 120021628 1600 137115704 0   0     0     0 4851 3099  0  0 100 0  0  0
 1  0      0 120018988 1600 137115704 0   0     0     0 5357 5262  0  0 100 0  0  0
 1  0      0 120023332 1600 137115704 0   0     0     0 5221 5822  0  0 100 0  0  0
 0  0      0 120021424 1600 137115704 0   0     0     0 4336 2343  0  0 100 0  0  0
 0  0      0 120027472 1600 137115704 0   0     0     0 4693 2847  0  0 100 0  0  0
 0  0      0 120028256 1600 137115704 0   0     0    73 4342 2741  0  0 100 0  0  0
 0  0      0 120024968 1600 137115704 0   0     0     0 5365 2373  0  0 100 0  0  0
 1  0      0 120022228 1600 137115700 0   0     0     0 8324 6104  0  0 100 0  0  0
 0  0      0 120020904 1600 137115704 0   0     0     4 7383 3331  0  0 100 0  0  0
 1  0      0 120022468 1600 137115704 0   0     0  2280 8188 3894  0  0 100 0  0  0
 1  0      0 120021896 1600 137115704 0   0     0     0 6405 2864  0  0 100 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 120011924 1600 137115704 0   0     0     0 8804 5783  0  0 100 0  0  0
 1  0      0 120020132 1600 137115704 0   0     0     0 7080 2415  0  0 100 0  0  0
 1  0      0 120018816 1600 137115704 0   0     0     0 7637 2413  0  0 100 0  0  0
 0  0      0 120019128 1600 137115704 0   0     0     0 6279 2290  0  0 100 0  0  0
 0  0      0 120015864 1600 137115708 0   0     0     0 4325 2677  0  0 100 0  0  0
 1  0      0 120016348 1600 137115708 0   0     0     0 5124 3045  0  0 100 0  0  0
 0  0      0 120014440 1600 137115704 0   0     0     0 7656 11021 0  0 100 0  0  0
 0  0      0 120015292 1600 137115708 0   0     0     0 5243 3464  0  0 100 0  0  0
 0  0      0 120016172 1600 137115708 0   0     0     0 4635 4261  0  0 100 0  0  0
 0  0      0 120017228 1600 137115708 0   0     0     4 4983 3148  0  0 100 0  0  0
 1  0      0 120003304 1600 137115708 0   0     0     8 5996 3306  0  0 100 0  0  0
 1  0      0 120006316 1600 137115708 0   0     0    28 6716 3970  0  0 100 0  0  0
 0  0      0 120009424 1600 137115708 0   0     0     0 6362 3058  0  0 100 0  0  0
 1  0      0 120011076 1600 137115708 0   0     0     0 7761 3057  0  0 100 0  0  0
 0  0      0 120013180 1600 137115708 0   0     0     0 6724 2739  0  0 100 0  0  0
 1  0      0 120014852 1600 137115708 0   0     0     0 6692 2398  0  0 100 0  0  0
 0  0      0 120014728 1600 137115700 0   0     0     0 6873 5987  0  0 100 0  0  0
 0  0      0 120014128 1600 137115700 0   0     0     0 6170 3211  0  0 100 0  0  0
 0  0      0 120013284 1600 137115708 0   0     0     0 6385 3934  0  0 100 0  0  0
 0  0      0 120015220 1600 137115708 0   0     0     0 5913 2968  0  0 100 0  0  0
 0  0      0 120012956 1600 137115708 0   0     0     0 8156 2855  0  0 100 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 120018344 1600 137115708 0   0     0    32 6850 8750  0  0 100 0  0  0
 1  0      0 120019000 1600 137115708 0   0     0     0 6202 2534  0  0 100 0  0  0
 1  0      0 120017076 1600 137115708 0   0     0     0 6321 2266  0  0 100 0  0  0
 0  0      0 120019848 1600 137115708 0   0     0    78 5945 2990  0  0 100 0  0  0
 1  0      0 120019904 1600 137115708 0   0     0     0 6321 2743  0  0 100 0  0  0
 0  0      0 120009668 1600 137115708 0   0     0     0 7974 6855  0  0 100 0  0  0
 1  0      0 120012148 1600 137115708 0   0     0     0 4351 2930  0  0 100 0  0  0
 0  0      0 120014516 1600 137115708 0   0     0   224 4876 3796  0  0 100 0  0  0
 0  0      0 120014708 1600 137115708 0   0     0     0 4582 3891  0  0 100 0  0  0
 1  0      0 120018884 1600 137115708 0   0     0     0 4330 3528  0  0 100 0  0  0
 0  0      0 120018772 1600 137115708 0   0     0     0 4511 4798  0  0 100 0  0  0
 0  0      0 120023180 1600 137115744 0   0     0     0 4475 3164  0  0 100 0  0  0
 0  0      0 120023636 1600 137115744 0   0     0     0 4458 2869  0  0 100 0  0  0
 0  0      0 120024748 1600 137115744 0   0     0     4 4594 3172  0  0 100 0  0  0
 1  0      0 120023604 1600 137115744 0   0     0     4 4313 2975  0  0 100 0  0  0
 0  0      0 120015872 1600 137115740 0   0     0     0 7434 11329 0  0 100 0  0  0
 0  0      0 120018004 1600 137115744 0   0     0     0 4765 3220  0  0 100 0  0  0
 0  0      0 120018928 1600 137115744 0   0     0     0 4964 3990  0  0 99  0  0  0
 0  0      0 120022988 1600 137115744 0   0     0     0 4157 2971  0  0 100 0  0  0
 0  0      0 120025396 1600 137115744 0   0     0     0 4583 2901  0  0 100 0  0  0
 0  0      0 120022852 1600 137115744 0   0     0     0 4731 4756  0  0 100 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 120025424 1600 137115744 0   0     0     0 3574 2301  0  0 100 0  0  0
 0  0      0 120025884 1600 137115744 0   0     0     0 3813 2098  0  0 100 0  0  0
 1  0      0 120023836 1600 137115744 0   0     0     0 3797 2697  0  0 100 0  0  0
 1  0      0 120024804 1600 137115744 0   0     0    40 4135 2784  0  0 99  0  0  0
 1  0      0 120028152 1600 137115748 0   0     0     4 6376 6061  0  0 100 0  0  0
 0  0      0 120028396 1600 137115744 0   0     0     0 4043 3673  0  0 100 0  0  0
 0  0      0 120028452 1600 137115744 0   0     0     0 4108 3511  0  0 100 0  0  0
 0  0      0 120026232 1600 137115744 0   0     0     0 4210 2903  0  0 100 0  0  0
 0  0      0 120022020 1600 137115744 0   0     0     0 3121 2589  0  0 100 0  0  0
 0  0      0 120017960 1600 137115744 0   0     0     0 5265 8714  0  0 100 0  0  0
 0  0      0 120018156 1600 137115744 0   0     0     0 3625 2457  0  0 100 0  0  0
 0  0      0 120020292 1600 137115744 0   0     0    12 3981 2646  0  0 100 0  0  0
 0  0      0 120020088 1600 137115744 0   0     0     1 3424 2692  0  0 100 0  0  0
 1  0      0 120015568 1600 137115744 0   0     0     0 3777 2566  0  0 100 0  0  0
 0  0      0 120022912 1600 137115748 0   0     0     0 5605 5729  0  0 100 0  0  0
 0  0      0 120021896 1600 137115744 0   0     0     0 5085 3401  0  0 100 0  0  0
 0  0      0 120023044 1600 137115744 0   0     0    16 5158 3935  0  0 100 0  0  0
 0  0      0 120023316 1600 137115744 0   0     0     0 5858 3288  0  0 100 0  0  0
