procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 121062120 1944 136223096 0   0    91 77774 5303    0  0  0 100 0  0  0
 0  0      0 121030260 1944 136225528 0   0     0     0 4085 5486  0  0 100 0  0  0
 1  0      0 120964892 1944 136241920 0   0     0 16417 8750 14570 1  0 99  0  0  0
 0  0      0 120957364 1944 136241924 0   0     0     0 6855 2297  0  0 100 0  0  0
 0  0      0 120960744 1944 136241924 0   0     0     0 7759 4686  0  0 100 0  0  0
 0  0      0 120965160 1944 136241924 0   0     0     0 6560 2501  0  0 100 0  0  0
 0  0      0 120972264 1944 136241924 0   0     0     8 8441 2968  0  0 100 0  0  0
 0  0      0 120976552 1944 136241924 0   0     0     4 6790 1919  0  0 100 0  0  0
 0  0      0 120979252 1944 136241924 0   0     0     0 8767 3234  0  0 100 0  0  0
 0  0      0 120985352 1944 136241920 0   0     0   107 9218 5062  0  0 100 0  0  0
 1  0      0 120990240 1944 136241924 0   0     0     0 8133 3246  0  0 100 0  0  0
 0  0      0 120987640 1944 136241924 0   0     0     0 8894 3390  0  0 100 0  0  0
 0  0      0 120994088 1944 136241924 0   0     0     0 8069 4659  0  0 100 0  0  0
 0  0      0 120996248 1944 136241924 0   0     0     0 9290 2652  0  0 100 0  0  0
 0  0      0 120999184 1944 136241924 0   0     0     0 10063 8628 0  0 100 0  0  0
 0  0      0 120998768 1944 136241924 0   0     0     0 4238 2745  0  0 100 0  0  0
 1  0      0 121002080 1944 136241924 0   0     0     0 5383 2968  0  0 100 0  0  0
 1  0      0 120997672 1944 136241924 0   0     0     4 4733 2360  0  0 100 0  0  0
 1  0      0 120999296 1944 136241924 0   0     0     0 5767 3031  0  0 100 0  0  0
 0  0      0 121001192 1944 136241924 0   0     0     0 6454 5439  0  0 100 0  0  0
 1  0      0 121001288 1944 136241932 0   0     0     0 6538 3898  0  0 100 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 120999724 1944 136241936 0   0     0     0 5651 3027  0  0 100 0  0  0
 0  0      0 121003696 1944 136241944 0   0     0     0 4466 4156  0  0 100 0  0  0
 0  0      0 121004708 1944 136241944 0   0     0     0 2028 2246  0  0 100 0  0  0
 0  0      0 121008716 1944 136241944 0   0     0     0 2989 5943  0  0 100 0  0  0
 0  0      0 121008636 1944 136241944 0   0     0  2112 2191 2815  0  0 100 0  0  0
 0  0      0 121010120 1944 136241944 0   0     0     0 2067 2352  0  0 100 0  0  0
 1  0      0 121010360 1944 136241944 0   0     0     4 2754 2217  0  0 100 0  0  0
 0  0      0 121011212 1944 136241944 0   0     0     0 5265 3474  1  0 99  0  0  0
 1  0      0 121006136 1944 136241944 0   0     0     4 6636 9299  0  0 100 0  0  0
 0  0      0 121004112 1944 136241944 0   0     0     0 5525 3320  0  0 100 0  0  0
 1  0      0 121006072 1944 136241984 0   0     0     0 5949 4011  0  0 100 0  0  0
 0  0      0 121002616 1944 136241984 0   0     0     0 6156 4991  0  0 100 0  0  0
 0  0      0 121006872 1944 136241984 0   0     0     0 4312 2143  0  0 100 0  0  0
 0  0      0 121006604 1944 136241984 0   0     0    88 5565 4106  0  0 100 0  0  0
 0  0      0 121009288 1944 136241984 0   0     0     0 5404 2284  0  0 100 0  0  0
 0  0      0 121007500 1944 136241984 0   0     0     0 5672 2611  0  0 100 0  0  0
 1  0      0 121008344 1944 136241984 0   0     0     0 4514 2173  0  0 100 0  0  0
 0  0      0 121009900 1944 136241984 0   0     0     0 5663 2847  0  0 100 0  0  0
