Linux 6.12.88-119.157.amzn2023.x86_64 (ip-192-168-58-166.ec2.internal) 	06/04/26 	_x86_64_	(128 CPU)

02:48:54      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:48:55        0     10713    0.00    0.97    0.00    0.00    0.97    70  containerd
02:48:55        0     10779    0.97    0.97    0.00    0.00    1.94   101  kubelet
02:48:55        0     17233    0.97    0.00    0.00    0.00    0.97    67  containerd-shim
02:48:55    10001     28603    0.97    0.00    0.00    0.00    0.97   108  manager
02:48:55        0     32124    0.97    0.00    0.00    0.00    0.97    36  containerd-shim
02:48:55    10001     36048    0.97    0.00    0.00    0.00    0.97    58  cnpg-i-pgbackre
02:48:55        0    281255    0.97    0.97    0.00    0.00    1.94    63  containerd-shim
02:48:55       26    281496    0.97    0.00    0.00    0.00    0.97    41  manager
02:48:55        0    292863    0.97    0.00    0.00    0.00    0.97    19  containerd-shim
02:48:55        0    293017    0.97    1.94    0.00    0.00    2.91     1  pidstat

02:48:55      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:48:56        0      2217    1.00    0.00    0.00    0.00    1.00   100  kworker/100:1-mm_percpu_wq
02:48:56        0     10713    8.00    3.00    0.00    0.00   11.00    70  containerd
02:48:56        0     10779    1.00    0.00    0.00    0.00    1.00   101  kubelet
02:48:56     1000     17354    1.00    0.00    0.00    0.00    1.00    62  metrics-server
02:48:56    10001     28603    1.00    0.00    0.00    0.00    1.00   108  manager
02:48:56    65532     32181    1.00    0.00    0.00    0.00    1.00    30  cainjector
02:48:56       26    281361    0.00    1.00    0.00    0.00    1.00    49  manager
02:48:56       26    281496    1.00    1.00    0.00    0.00    2.00    41  manager
02:48:56        0    293017    0.00    2.00    0.00    0.00    2.00     1  pidstat
02:48:56       26    293085    6.00    2.00    0.00    0.00    8.00    61  pgbackrest
02:48:56       26    293086    1.00    0.00    0.00    0.00    1.00    14  postgres

02:48:56      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:48:57        0        65    0.00    2.00    0.00    0.00    2.00     9  ksoftirqd/9
02:48:57        0       465    0.00    1.00    0.00    1.00    1.00    88  ksoftirqd/88
02:48:57        0       556    0.00    3.00    0.00    0.00    3.00   106  ksoftirqd/106
02:48:57        0       607    0.00    2.00    0.00    0.00    2.00   116  ksoftirqd/116
02:48:57        0       647    0.00    2.00    0.00    0.00    2.00   124  ksoftirqd/124
02:48:57        0     10713    1.00    1.00    0.00    0.00    2.00    70  containerd
02:48:57        0     10779    2.00    7.00    0.00    0.00    9.00   101  kubelet
02:48:57    65532     13836    2.00    7.00    0.00    0.00    9.00   124  coredns
02:48:57    65532     13844    5.00    3.00    0.00    0.00    8.00   108  coredns
02:48:57     1000     17351    1.00    0.00    0.00    0.00    1.00    28  metrics-server
02:48:57        0     18810    1.00    0.00    0.00    7.00    1.00    24  xfsaild/nvme1n1
02:48:57        0     34734    1.00    0.00    0.00    0.00    1.00    73  containerd-shim
02:48:57        0    292962    1.00    0.00    0.00    0.00    1.00    67  iostat
02:48:57        0    293017    1.00    3.00    0.00    0.00    4.00     1  pidstat
02:48:57       26    293085    2.00    5.00    0.00    1.00    7.00    12  pgbackrest
02:48:57       26    293108   17.00    6.00    0.00    5.00   23.00    63  pgbackrest
02:48:57       26    293109   19.00    3.00    0.00    0.00   22.00    38  pgbackrest
02:48:57       26    293110   19.00    3.00    0.00    0.00   22.00    25  pgbackrest
02:48:57       26    293111   14.00    4.00    0.00    3.00   18.00   100  pgbackrest
02:48:57       26    293112   21.00    5.00    0.00    1.00   26.00    94  pgbackrest
02:48:57       26    293113   17.00    2.00    0.00    2.00   19.00    53  pgbackrest
02:48:57       26    293114   16.00    1.00    0.00    2.00   17.00    20  pgbackrest
02:48:57       26    293115   15.00    6.00    0.00    0.00   21.00    24  pgbackrest
02:48:57       26    293116   18.00    2.00    0.00    4.00   20.00   110  pgbackrest
02:48:57       26    293117   17.00    4.00    0.00    1.00   21.00    93  pgbackrest
02:48:57       26    293118   15.00    5.00    0.00    5.00   20.00   105  pgbackrest
02:48:57       26    293119   15.00    5.00    0.00    6.00   20.00    18  pgbackrest
02:48:57       26    293120   19.00    3.00    0.00    6.00   22.00    70  pgbackrest
02:48:57       26    293121   20.00    4.00    0.00    1.00   24.00   127  pgbackrest
02:48:57       26    293122   21.00    2.00    0.00    6.00   23.00   118  pgbackrest
02:48:57       26    293123   15.00    6.00    0.00    0.00   21.00    69  pgbackrest
02:48:57       26    293124   18.00    4.00    0.00    2.00   22.00   113  pgbackrest
02:48:57       26    293125   25.00    5.00    0.00    0.00   30.00    80  pgbackrest
02:48:57       26    293126   23.00    5.00    0.00    0.00   28.00   125  pgbackrest
02:48:57       26    293127   21.00    6.00    0.00    0.00   27.00   125  pgbackrest
02:48:57       26    293128   24.00    3.00    0.00    4.00   27.00    23  pgbackrest
02:48:57       26    293129   24.00    2.00    0.00    4.00   26.00    67  pgbackrest
02:48:57       26    293130   25.00    2.00    0.00    4.00   27.00     3  pgbackrest
02:48:57       26    293131   25.00    6.00    0.00    0.00   31.00    19  pgbackrest
02:48:57       26    293132   25.00    2.00    0.00    4.00   27.00   119  pgbackrest
02:48:57       26    293133   29.00    2.00    0.00    0.00   31.00   120  pgbackrest
02:48:57       26    293134   21.00    5.00    0.00    4.00   26.00   121  pgbackrest
02:48:57       26    293135   29.00    1.00    0.00    0.00   30.00    26  pgbackrest
02:48:57       26    293136   24.00    2.00    0.00    4.00   26.00   122  pgbackrest
02:48:57       26    293137   26.00    2.00    0.00    4.00   28.00    77  pgbackrest
02:48:57       26    293138   22.00    4.00    0.00    4.00   26.00     8  pgbackrest
02:48:57       26    293139   22.00    5.00    0.00    0.00   27.00   125  pgbackrest
02:48:57       26    293140   28.00    2.00    0.00    0.00   30.00    79  pgbackrest
02:48:57       26    293141   27.00    3.00    0.00    0.00   30.00    95  pgbackrest
02:48:57       26    293142   24.00    3.00    0.00    2.00   27.00   125  pgbackrest
02:48:57       26    293143   22.00    6.00    0.00    0.00   28.00    41  pgbackrest
02:48:57       26    293144   27.00    0.00    0.00    5.00   27.00    35  pgbackrest
02:48:57       26    293145   28.00    5.00    0.00    0.00   33.00    57  pgbackrest
02:48:57       26    293146   24.00    5.00    0.00    1.00   29.00    36  pgbackrest
02:48:57       26    293147   22.00    6.00    0.00    0.00   28.00    24  pgbackrest
02:48:57       26    293148   23.00    3.00    0.00    0.00   26.00    43  pgbackrest
02:48:57       26    293149   29.00    4.00    0.00    0.00   33.00    91  pgbackrest
02:48:57       26    293150   22.00    5.00    0.00    0.00   27.00    33  pgbackrest
02:48:57       26    293151   25.00    3.00    0.00    0.00   28.00     7  pgbackrest
02:48:57       26    293152   25.00    4.00    0.00    0.00   29.00    70  pgbackrest
02:48:57       26    293153   26.00    1.00    0.00    4.00   27.00    64  pgbackrest
02:48:57       26    293154   25.00    2.00    0.00    5.00   27.00   103  pgbackrest
02:48:57       26    293155   21.00   11.00    0.00    0.00   32.00    58  pgbackrest
02:48:57       26    293156   23.00    3.00    0.00    5.00   26.00    32  pgbackrest
02:48:57       26    293157   22.00    5.00    0.00    4.00   27.00   100  pgbackrest
02:48:57       26    293158   26.00    1.00    0.00    5.00   27.00   126  pgbackrest
02:48:57       26    293159   20.00    7.00    0.00    0.00   27.00    50  pgbackrest
02:48:57       26    293160   25.00    5.00    0.00    0.00   30.00   115  pgbackrest
02:48:57       26    293161   21.00    8.00    0.00    0.00   29.00    72  pgbackrest
02:48:57       26    293162   26.00    2.00    0.00    0.00   28.00    33  pgbackrest
02:48:57       26    293163   24.00    3.00    0.00    0.00   27.00   122  pgbackrest
02:48:57       26    293164   29.00    3.00    0.00    0.00   32.00    85  pgbackrest
02:48:57       26    293165   24.00    4.00    0.00    0.00   28.00    39  pgbackrest
02:48:57       26    293166   29.00    2.00    0.00    0.00   31.00     0  pgbackrest
02:48:57       26    293167   23.00    6.00    0.00    0.00   29.00    51  pgbackrest
02:48:57       26    293168   27.00    3.00    0.00    0.00   30.00     2  pgbackrest
02:48:57       26    293169   30.00    1.00    0.00    0.00   31.00    34  pgbackrest
02:48:57       26    293170   31.00    0.00    0.00    0.00   31.00   117  pgbackrest
02:48:57       26    293171   31.00    1.00    0.00    0.00   32.00    60  pgbackrest
02:48:57       26    293172   29.00    2.00    0.00    0.00   31.00    30  pgbackrest
02:48:57       26    293173   22.00    3.00    0.00    3.00   25.00    40  pgbackrest
02:48:57       26    293174   20.00    6.00    0.00    5.00   26.00    12  pgbackrest
02:48:57       26    293175   27.00    1.00    0.00    4.00   28.00    62  pgbackrest
02:48:57       26    293176   26.00    1.00    0.00    3.00   27.00    59  pgbackrest
02:48:57       26    293177   24.00    3.00    0.00    4.00   27.00    33  pgbackrest
02:48:57       26    293178   28.00    2.00    0.00    2.00   30.00    13  pgbackrest
02:48:57       26    293179   22.00    3.00    0.00    3.00   25.00   126  pgbackrest
02:48:57       26    293180   22.00    2.00    0.00    3.00   24.00    38  pgbackrest
02:48:57       26    293181   20.00    7.00    0.00    2.00   27.00   123  pgbackrest
02:48:57       26    293182   22.00    5.00    0.00    5.00   27.00   105  pgbackrest
02:48:57       26    293183   25.00    1.00    0.00    4.00   26.00    56  pgbackrest
02:48:57       26    293184   27.00    1.00    0.00    5.00   28.00    92  pgbackrest
02:48:57       26    293185   20.00    8.00    0.00    4.00   28.00    81  pgbackrest
02:48:57       26    293186   23.00    4.00    0.00    5.00   27.00    82  pgbackrest
02:48:57       26    293187   25.00    2.00    0.00    5.00   27.00     8  pgbackrest
02:48:57       26    293188   23.00    1.00    0.00    2.00   24.00    73  pgbackrest
02:48:57       26    293189   25.00    9.00    0.00    0.00   34.00    54  pgbackrest
02:48:57       26    293190   27.00    4.00    0.00    0.00   31.00    68  pgbackrest
02:48:57       26    293191   27.00    4.00    0.00    0.00   31.00    87  pgbackrest
02:48:57       26    293192   26.00    2.00    0.00    0.00   28.00    74  pgbackrest
02:48:57       26    293193   24.00    7.00    0.00    0.00   31.00    78  pgbackrest
02:48:57       26    293194   28.00    3.00    0.00    0.00   31.00    42  pgbackrest
02:48:57       26    293195   30.00    0.00    0.00    0.00   30.00   107  pgbackrest
02:48:57       26    293196   27.00    3.00    0.00    0.00   30.00    75  pgbackrest
02:48:57       26    293197   22.00    8.00    0.00    0.00   30.00    20  pgbackrest
02:48:57       26    293198   24.00    2.00    0.00    5.00   26.00    61  pgbackrest
02:48:57       26    293199   29.00    5.00    0.00    0.00   34.00    89  pgbackrest
02:48:57       26    293200   23.00    1.00    0.00    2.00   24.00    33  pgbackrest
02:48:57       26    293201   27.00    1.00    0.00    4.00   28.00    90  pgbackrest
