Linux 6.12.88-119.157.amzn2023.x86_64 (ip-192-168-58-166.ec2.internal) 	06/04/26 	_x86_64_	(128 CPU)

02:48:54        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
02:48:55           lo    250.00    250.00     16.68     16.68      0.00      0.00      0.00      0.00
02:48:55         ens5    141.00    150.00     40.22     31.06      0.00      0.00      0.00      0.00
02:48:55    eni9c774036886      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:48:55    eni5fd491a8520      1.00      1.00      0.06      0.18      0.00      0.00      0.00      0.00
02:48:55         ens6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:48:55    eni46def74d622      3.00      3.00      0.41      0.31      0.00      0.00      0.00      0.00
02:48:55    eni863f1470662      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:48:55    eni637ff84c0bb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:48:55    enic667095f2f6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:48:55    eni7a106f4e85a     78.00     63.00     25.68     27.69      0.00      0.00      0.00      0.00
02:48:55    eni6d04481d948      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:48:55    eni95c2a9260c8      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:48:55    enic47e233eae6      5.00      5.00      0.42      0.44      0.00      0.00      0.00      0.00
02:48:55    eni0afda04f433      6.00      7.00      0.89      1.12      0.00      0.00      0.00      0.00
02:48:55    enidbf23aa60a5      8.00      9.00      0.81      9.79      0.00      0.00      0.00      0.00
02:48:55    eni18e702d09ed      5.00      4.00      0.85      0.98      0.00      0.00      0.00      0.00
02:48:55    eni57210d8fe98      5.00      6.00      3.46      2.00      0.00      0.00      0.00      0.00

02:48:55        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
02:48:56           lo    170.00    170.00     12.89     12.89      0.00      0.00      0.00      0.00
02:48:56         ens5    314.00    277.00    157.16    122.15      0.00      0.00      0.00      0.00
02:48:56    eni9c774036886     36.00     36.00      8.21      4.42      0.00      0.00      0.00      0.00
02:48:56    eni5fd491a8520     22.00     22.00      4.86      2.83      0.00      0.00      0.00      0.00
