Linux 6.12.88-119.157.amzn2023.x86_64 (ip-192-168-45-226.us-west-2.compute.internal) 	06/04/26 	_x86_64_	(128 CPU)

03:02:29      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:02:30        0     10676   11.65    0.00    0.00    0.00   11.65    47  containerd
03:02:30        0     10742    1.94    0.00    0.00    0.00    1.94    84  kubelet
03:02:30        0     10857    0.97    0.00    0.00    0.00    0.97    18  containerd-shim
03:02:30    10001     39866    0.97    0.00    0.00    0.00    0.97    66  manager
03:02:30       26    338082    0.97    0.00    0.00    0.00    0.97    73  manager
03:02:30       26    338220    0.97    0.00    0.00    0.00    0.97    49  manager
03:02:30        0    349535    0.00    2.91    0.00    0.00    2.91    99  pidstat
03:02:30       26    349635    4.85    0.00    0.00    0.00    4.85    15  pgbackrest

03:02:30      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:02:31    65532     13841    1.00    0.00    0.00    0.00    1.00   117  coredns
03:02:31        0    349535    1.00    0.00    0.00    0.00    1.00    99  pidstat
03:02:31       26    349650    6.00    0.00    0.00    0.00    6.00     2  pgbackrest
03:02:31       26    349651    1.00    0.00    0.00    0.00    1.00    25  postgres

03:02:31      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:02:32        0      2187    0.00    1.00    0.00    1.00    1.00     9  kworker/9:1-events
03:02:32        0     10676    1.00    0.00    0.00    0.00    1.00    47  containerd
03:02:32        0     10742    2.00    0.00    0.00    0.00    2.00    84  kubelet
03:02:32        0     11324    1.00    0.00    0.00    0.00    1.00   102  aws-k8s-agent
03:02:32    65532     13838    6.00    0.00    0.00    0.00    6.00    90  coredns
03:02:32    65532     13841    0.00    6.00    0.00    0.00    6.00    45  coredns
03:02:32     1000     18234    0.00    1.00    0.00    0.00    1.00    93  metrics-server
03:02:32        0     18596    1.00    0.00    0.00    0.00    1.00    22  xfsaild/nvme0n1
03:02:32        0    349535    2.00    2.00    0.00    0.00    4.00    99  pidstat
03:02:32       26    349650    1.00    7.00    0.00    1.00    8.00    68  pgbackrest
03:02:32       26    349676   12.00    5.00    0.00    2.00   17.00    88  pgbackrest
03:02:32       26    349677   15.00    1.00    0.00    2.00   16.00    68  pgbackrest
03:02:32       26    349678   17.00    1.00    0.00    3.00   18.00    71  pgbackrest
03:02:32       26    349679   12.00    2.00    0.00    3.00   14.00    78  pgbackrest
03:02:32       26    349680   13.00    1.00    0.00    2.00   14.00    53  pgbackrest
03:02:32       26    349681   16.00    3.00    0.00    3.00   19.00    72  pgbackrest
03:02:32       26    349682   15.00    4.00    0.00    2.00   19.00     7  pgbackrest
03:02:32       26    349683   12.00    0.00    0.00   13.00   12.00    73  pgbackrest
03:02:32       26    349684   15.00    2.00    0.00    3.00   17.00    14  pgbackrest
03:02:32       26    349685   13.00    2.00    0.00    3.00   15.00    60  pgbackrest
03:02:32       26    349686   15.00    0.00    0.00    3.00   15.00   120  pgbackrest
03:02:32       26    349687   15.00    1.00    0.00    2.00   16.00    97  pgbackrest
03:02:32       26    349688   16.00    1.00    0.00    3.00   17.00    77  pgbackrest
03:02:32       26    349689   16.00    1.00    0.00    2.00   17.00    11  pgbackrest
03:02:32       26    349690   17.00    1.00    0.00    2.00   18.00    85  pgbackrest
03:02:32       26    349691   19.00    1.00    0.00    4.00   20.00    19  pgbackrest
03:02:32       26    349692   14.00    3.00    0.00    6.00   17.00    15  pgbackrest
03:02:32       26    349693   21.00    3.00    0.00    0.00   24.00    24  pgbackrest
03:02:32       26    349694   22.00    2.00    0.00    2.00   24.00    44  pgbackrest
03:02:32       26    349695   20.00    3.00    0.00    2.00   23.00    64  pgbackrest
03:02:32       26    349696   22.00    2.00    0.00    0.00   24.00   119  pgbackrest
03:02:32       26    349697   21.00    3.00    0.00    0.00   24.00     2  pgbackrest
03:02:32       26    349698   19.00    3.00    0.00    3.00   22.00    28  pgbackrest
03:02:32       26    349699   21.00    4.00    0.00    0.00   25.00    63  pgbackrest
03:02:32       26    349700   22.00    2.00    0.00    0.00   24.00    57  pgbackrest
03:02:32       26    349701   22.00    3.00    0.00    0.00   25.00    25  pgbackrest
03:02:32       26    349702   23.00    2.00    0.00    0.00   25.00   123  pgbackrest
03:02:32       26    349703   22.00    0.00    0.00    3.00   22.00    65  pgbackrest
03:02:32       26    349704   23.00    1.00    0.00    0.00   24.00    61  pgbackrest
03:02:32       26    349705   23.00    1.00    0.00    0.00   24.00    21  pgbackrest
03:02:32       26    349706   25.00    0.00    0.00    2.00   25.00    36  pgbackrest
03:02:32       26    349707   21.00    4.00    0.00    0.00   25.00    48  pgbackrest
03:02:32       26    349708   23.00    1.00    0.00    2.00   24.00    90  pgbackrest
03:02:32       26    349709   20.00    5.00    0.00    2.00   25.00    95  pgbackrest
03:02:32       26    349710   22.00    0.00    0.00    2.00   22.00   102  pgbackrest
03:02:32       26    349711   22.00    3.00    0.00    0.00   25.00    39  pgbackrest
03:02:32       26    349712   20.00    4.00    0.00    0.00   24.00    17  pgbackrest
03:02:32       26    349713   22.00    2.00    0.00    0.00   24.00   105  pgbackrest
03:02:32       26    349714   21.00    3.00    0.00    0.00   24.00   103  pgbackrest
03:02:32       26    349715   20.00    2.00    0.00    3.00   22.00    69  pgbackrest
