procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 219445564   1600 37774620    0    0  5037 134079 29373   33  7  2 91  0  0  0
 0  0      0 219417384   1600 37774624    0    0     0     4 4420 5565  0  0 100  0  0  0
 0  1      0 218640600   1600 37792232    0    0     0 16832 9069 27834  0  1 99  0  0  0
25  1      0 215849004   1600 39324084    0    0     0 1050120 59335 653639  8  5 87  1  0  0
 8  1      0 213653752   1600 40696828    0    0     0 1052872 68787 661174 10  5 84  1  0  0
79  0      0 211420416   1600 42033188    0    0     0 1062728 80204 710086 11  5 84  1  0  0
 9  0      0 209417496   1600 43290972    0    0     0 1083972 109958 773671 16  7 77  0  0  0
 8  2      0 207808540   1600 44426588    0    0     0 1192691 101519 587345 13  5 82  1  0  0
 8  1      0 206426836   1600 45448656    0    0     0 1260952 112415 557592 10  4 85  1  0  0
 1  2      0 204928416   1600 46452264    0    0     0 1297064 122222 605905 11  4 84  1  0  0
 0  2      0 203764868   1600 47071776    0    0     0 1305594 97003 412361  9  4 87  1  0  0
 6  1      0 203242644   1600 47504028    0    0     0 1350291 98862 380601 11  4 84  1  0  0
90  0      0 202808784   1600 47897924    0    0     0 1302066 94223 398811 10  4 85  1  0  0
 1  2      0 201977252   1600 48349924    0    0     0 1378443 102013 430817  9  3 88  1  0  0
108  1      0 201438864   1600 48800844    0    0     0 1329000 101422 454831  9  3 87  1  0  0
 1  2      0 200619528   1600 49291596    0    0     0 1374212 101568 473282 10  4 86  1  0  0
 1  2      0 199993608   1600 49731800    0    0     0 1261421 95530 446608 11  4 84  1  0  0
 2  1      0 199680264   1600 50161972    0    0     0 1188289 92005 453889  9  5 85  1  0  0
 1  1      0 199065988   1600 50515924    0    0     0 1199370 92767 457869 10  4 85  1  0  0
 3  0      0 198472992   1600 50897968    0    0     0 1180899 98026 498816 12  4 83  1  0  0
 2  1      0 197812344   1600 51295860    0    0     0 1200976 101224 527210 14  6 80  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0      0 197238088   1600 51676092    0    0     0 1180958 99595 551826 13  5 82  1  0  0
 8  1      0 196755892   1600 52119272    0    0     0 1190830 97117 597748 12  4 83  1  0  0
178  1      0 196112100   1600 52530580    0    0     0 1204271 104314 642170 15  6 79  1  0  0
12  1      0 195550332   1600 52930404    0    0     0 1179104 103099 639059 15  6 79  1  0  0
12  1      0 195047320   1600 53323852    0    0     0 1193998 106648 713225 19  7 74  1  0  0
 9  0      0 194467680   1600 53700852    0    0     0 1189162 110584 743337 17  6 76  1  0  0
110  0      0 193900260   1600 54113648    0    0     0 1184539 113634 809547 22  9 69  1  0  0
195  2      0 193530552   1600 54526912    0    0     0 1206122 124944 917018 23  9 67  0  0  0
 8  1      0 193030004   1600 54903808    0    0     0 1178718 123954 960501 25  9 66  0  0  0
184  1      0 192549428   1600 55280748    0    0     0 1200837 130233 1075376 23  9 68  1  0  0
 9  1      0 192033692   1600 55657656    0    0     0 1190205 144579 1230584 32 13 55  0  0  0
 9  1      0 191492256   1600 56034612    0    0     0 1195009 150927 1447474 34 12 53  0  0  0
129  0      0 191003456   1600 56438844    0    0     0 1108490 137277 1398156 34 12 54  0  0  0
10  0      0 190498760   1600 56812640    0    0     0 1243863 76736 328441  9  3 87  1  0  0
103  0      0 190030320   1600 57143072    0    0     0 1207911 69444 312743 10  3 86  1  0  0
72  0      0 189740552   1600 57490536    0    0     0 1198194 74700 338716 10  4 86  1  0  0
 8  2      0 189047204   1600 57864536    0    0     0 1201885 76076 342652  8  3 88  1  0  0
 3  0      0 188723128   1600 58178104    0    0     0 1175997 74536 319767  8  3 88  1  0  0
 5  0      0 188590708   1600 58489536    0    0     0 1192651 76969 349991  7  2 90  1  0  0
 3  1      0 188642700   1600 58784620    0    0     0 1197117 77099 356602  7  3 89  1  0  0
 0  1      0 188341228   1600 59128716    0    0     0 1184286 80466 382643 10  3 86  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 187786972   1600 59539276    0    0     0 1190622 79693 389004  8  3 89  1  0  0
121  1      0 187549456   1600 59835660    0    0     0 1195178 79404 400428  8  3 88  1  0  0
95  1      0 187322228   1600 60150800    0    0     0 1190690 81954 412542 10  4 86  1  0  0
 2  1      0 186852032   1600 60493692    0    0     0 1178453 82898 407467  8  3 88  1  0  0
 1  1      0 186314316   1600 60871048    0    0     0 1202041 87708 452415 12  5 83  1  0  0
 1  1      0 185917044   1600 61234284    0    0     0 1199065 87517 472520 11  4 84  1  0  0
 8  0      0 185657372   1600 61594888    0    0     0 1183418 88745 479723 11  4 84  1  0  0
163  0      0 185345092   1600 61962008    0    0     0 1190554 90160 511916 14  5 80  1  0  0
 8  1      0 184874036   1600 62332408    0    0     0 1197833 90946 529260 12  4 84  1  0  0
145  0      0 184589620   1600 62686780    0    0     0 1186649 94221 551213 13  5 81  1  0  0
 8  1      0 184105488   1600 63054716    0    0     0 1189537 94401 583772 14  5 81  1  0  0
95  0      0 183678104   1600 63416560    0    0     0 1191260 100422 620737 16  6 78  1  0  0
 8  1      0 183333568   1600 63794792    0    0     0 1188544 98952 687768 15  5 79  1  0  0
 9  0      0 182828916   1600 64156324    0    0     0 1190869 101854 688648 17  6 77  1  0  0
219  2      0 182412148   1600 64534060    0    0     0 1210009 110860 763807 18  7 75  1  0  0
10  0      0 182041236   1600 64895860    0    0     0 1175867 114018 807306 20  7 73  1  0  0
 9  0      0 181785892   1600 65274256    0    0     0 1187284 121132 905118 24  9 67  1  0  0
191  2      0 181376560   1600 65652076    0    0     0 1208459 126099 999130 24  9 67  0  0  0
 9  1      0 181044184   1600 66014072    0    0     0 1178349 130817 1120692 27 10 63  0  0  0
198  0      0 180751416   1600 66401504    0    0     0 1189362 147880 1332877 32 12 55  0  0  0
203  1      0 180419380   1600 66771740    0    0     0 1192309 157479 1610190 38 13 49  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
178  0      0 179996084   1600 67179656    0    0     0 1177409 166163 2046436 47 16 37  0  0  0
196  0      0 179682792   1600 67561892    0    0     0 1182716 161790 2704128 61 19 19  0  0  0
156  1      0 178930680   1600 68022416    0    0     0 1157504 144978 3052184 67 20 12  0  0  0
183  0      0 178682664   1600 68237896    0    0     0 1195922 138386 3077609 68 20 12  0  0  0
197  0      0 178847936   1600 68422052    0    0     0 1204017 137052 3118551 66 19 14  0  0  0
221  1      0 178885644   1600 68570332    0    0     0 1229930 135306 3091653 66 20 14  0  0  0
234  0      0 178707592   1600 68718816    0    0     0 1192316 129294 3038500 66 19 14  0  0  0
83  0      0 178210228   1600 68965936    0    0     0 1189325 136182 3061527 66 19 15  0  0  0
225  0      0 178345196   1600 69066412    0    0     0 1190804 141760 3112632 66 19 15  0  0  0
239  1      0 178173564   1600 69182712    0    0     0 1199166 137698 3107827 66 19 15  0  0  0
200  0      0 178094664   1600 69282820    0    0     0 1186322 137531 3051628 65 19 15  0  0  0
194  1      0 177912112   1600 69498964    0    0     0 1180972 132907 3039298 67 18 15  0  0  0
231  1      0 177334120   1600 69786160    0    0     0 1206868 141413 3053672 66 19 15  0  0  0
199  0      0 177410188   1600 69902668    0    0     0 1188232 150897 3105050 66 18 15  0  0  0
 8  1      0 176841508   1600 70215976    0    0     0 1171299 108642 1330925 29  9 62  0  0  0
 5  0      0 176403700   1600 70576676    0    0     0 1212133 78499 334250  8  2 89  1  0  0
 0  2      0 176266860   1600 70789740    0    0     0 1197641 74436 331038  7  2 90  1  0  0
 3  1      0 175760988   1600 71117640    0    0     0 1190882 76998 325056  7  3 89  1  0  0
 8  1      0 175221132   1600 71461760    0    0     0 1196234 79426 359686 10  3 86  1  0  0
10  1      0 174662180   1600 71806056    0    0     0 1185458 78253 359228  7  2 90  1  0  0
92  0      0 174391760   1600 72134132    0    0     0 1186736 83280 373986  9  3 87  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  1      0 174513168   1600 72380488    0    0     0 1191831 81515 374144 11  4 85  1  0  0
 2  1      0 174208404   1600 72725788    0    0     0 1190158 82320 377818  9  3 87  1  0  0
 8  2      0 173656092   1600 73091408    0    0     0 1198194 81483 383420  9  3 88  1  0  0
 8  1      0 173252936   1600 73437836    0    0     0 1189013 78648 382111  8  3 88  1  0  0
 4  2      0 172818352   1600 73781928    0    0     0 1190499 82623 378155  7  2 90  1  0  0
 6  1      0 172563048   1600 74128756    0    0     0 1189551 79670 374151  8  2 90  1  0  0
 6  1      0 172391824   1600 74440064    0    0     0 1188809 79455 389033  9  3 87  1  0  0
 1  2      0 172350388   1600 74718680    0    0     0 1206606 82194 398484  9  3 87  1  0  0
 1  1      0 171955984   1600 75046412    0    0     0 1185892 85736 418719 10  4 86  1  0  0
 9  0      0 171678088   1600 75374180    0    0     0 1177443 83282 417272 12  4 84  1  0  0
142  0      0 171165300   1600 75726888    0    0     0 1192252 84192 441982 12  4 83  1  0  0
 8  1      0 170654860   1600 76058344    0    0     0 1197459 82158 433448 10  3 87  1  0  0
 2  1      0 170152652   1600 76418824    0    0     0 1199716 88757 485018 13  4 82  1  0  0
 3  1      0 169784768   1600 76824192    0    0     0 1181406 87716 506166 12  4 84  1  0  0
 4  1      0 169606360   1600 77103480    0    0     0 1186941 90731 516797 12  4 83  1  0  0
 1  1      0 169549520   1600 77382112    0    0     0 1187049 92620 563141 11  3 85  1  0  0
 1  1      0 169057652   1600 77742632    0    0     0 1207950 94514 595412 14  5 81  1  0  0
 8  1      0 168699568   1600 78086760    0    0     0 1190620 99948 639741 15  5 79  1  0  0
151  0      0 168395708   1600 78430868    0    0     0 1178921 103129 701095 13  5 82  1  0  0
