timestamp rx_kb/s tx_kb/s
15:58:42 23 7
15:58:43 0 0
15:58:44 103 9914
15:58:45 232 26831
15:58:46 229 26634
15:58:47 232 26314
15:58:48 236 26192
15:58:49 215 25921
15:58:50 565 50863
15:58:51 186 26756
15:58:52 170 25108
15:58:53 185 24883
15:58:54 204 24957
15:58:55 208 24325
15:58:56 215 24069
15:58:57 249 23861
15:58:58 172 23700
15:58:59 268 23475
15:59:00 270 23357
15:59:01 216 22974
15:59:02 224 22520
15:59:03 177 22434
15:59:04 222 22402
15:59:05 196 21934
15:59:06 166 21655
15:59:07 202 21314
15:59:08 196 21084
15:59:09 225 20896
15:59:10 160 20633
15:59:11 225 20471
15:59:12 207 20278
15:59:13 206 19882
15:59:14 196 19968
15:59:15 132 19528
15:59:16 188 19342
15:59:17 186 19018
15:59:18 440 50086
15:59:19 208 24821
15:59:20 214 24616
15:59:21 247 24472
15:59:22 272 24228
15:59:23 219 23923
15:59:24 184 23877
15:59:25 167 23575
15:59:26 197 23528
15:59:27 189 23386
15:59:28 249 23142
15:59:29 259 22986
15:59:30 207 22756
15:59:31 247 22515
15:59:32 270 22351
15:59:33 221 22173
15:59:34 148 22024
15:59:35 239 23748
15:59:36 185 32607
15:59:37 88 11166
15:59:38 221 30340
15:59:39 46 9338
15:59:40 295 21025
15:59:41 125 20775
15:59:42 182 20415
15:59:43 154 20166
15:59:44 176 20124
15:59:45 220 19930
15:59:46 185 19739
15:59:47 211 19673
15:59:48 0 0
15:59:49 228 19455
15:59:50 248 19547
15:59:51 219 19081
15:59:52 62 26
15:59:53 167 19060
15:59:54 238 18714
15:59:55 192 18864
15:59:56 221 18320
15:59:57 159 18600
15:59:58 141 17990
15:59:59 165 17898
16:00:00 204 17744
16:00:01 187 17499
16:00:02 422 34665
16:00:03 188 17137
16:00:04 154 16970
16:00:05 133 16749
16:00:06 214 16965
16:00:07 379 32469
16:00:08 188 16450
16:00:09 164 15938
16:00:10 142 15786
16:00:11 151 15620
16:00:12 141 15544
16:00:13 140 15398
16:00:14 240 24712
16:00:15 205 20594
16:00:16 214 14804
16:00:17 202 14698
16:00:18 222 14484
16:00:19 191 14503
16:00:20 230 14210
16:00:21 212 14243
16:00:22 410 28013
16:00:23 184 14047
16:00:24 189 13668
16:00:25 210 13631
16:00:26 178 13611
16:00:27 158 13310
16:00:28 175 13225
16:00:29 171 13255
16:00:30 152 13153
16:00:31 138 12152
16:00:32 22 981
16:00:33 164 12960
16:00:34 127 13031
16:00:35 153 12839
16:00:36 4 1
16:00:37 192 12757
16:00:38 199 12844
16:00:39 180 12820
16:00:40 195 12773
16:00:41 224 12685
16:00:42 247 13067
16:00:43 205 12599
16:00:44 161 12624
16:00:45 134 12604
16:00:46 186 12575
16:00:47 267 17379
16:00:48 228 20635
16:00:49 165 12740
16:00:50 163 12692
16:00:51 167 12754
16:00:52 178 13027
16:00:53 179 12804
16:00:54 295 14474
16:00:55 325 24596
16:00:56 197 13144
16:00:57 215 13195
16:00:58 127 13294
16:00:59 173 13447
16:01:00 169 13518
16:01:01 196 13715
16:01:02 220 15714
16:01:03 291 24579
16:01:04 206 16168
16:01:05 206 14573
16:01:06 240 14794
16:01:07 170 15005
16:01:08 202 15334
