procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 210300328   1600 47046788    0    0 12668 209195 24403   18  5  1 93  0  0  0
 0  0      0 210301968   1600 47046796    0    0     0     0 3434 3429  0  0 100  0  0  0
 0  1      0 208540844   1600 47451640    0    0     0 460266 29776 178374  2  2 96  0  0  0
 0  1      0 207799064   1600 48099108    0    0     0 868877 43141 273218  4  2 93  1  0  0
 0  1      0 206589236   1600 48783452    0    0     0 943476 57308 322846  5  2 92  1  0  0
 1  1      0 206016340   1600 49483980    0    0     0 974884 48590 338495  4  3 93  1  0  0
15  1      0 205068892   1600 50155780    0    0     0 964363 56585 335485  5  2 92  1  0  0
 2  2      0 204223020   1600 50784004    0    0     0 1067325 64701 283377  5  2 93  1  0  0
 1  0      0 203234124   1600 51402492    0    0     0 1078241 67962 292978  5  2 91  1  0  0
71  0      0 202238428   1600 51988024    0    0     0 1072400 69770 301888  5  2 92  1  0  0
 1  1      0 201692668   1600 52559052    0    0     0 1025972 76818 307650  3  2 95  1  0  0
 1  2      0 201059236   1600 53096664    0    0     0 1001722 77823 305836  5  2 92  1  0  0
 1  1      0 200293736   1600 53628112    0    0     0 1015979 82755 317517  8  3 89  1  0  0
 1  1      0 199528372   1600 54172144    0    0     0 955495 82815 308854  6  2 91  1  0  0
 1  1      0 198851292   1600 54692048    0    0     0 992853 86346 324704  7  3 89  1  0  0
 2  2      0 198057644   1600 55226676    0    0     0 1061454 93370 363372  6  3 91  1  0  0
 1  1      0 197357972   1600 55764168    0    0     0 1023227 92470 365831  6  3 90  1  0  0
 2  1      0 196617124   1600 56279968    0    0     0 1019293 92789 374898  9  3 87  1  0  0
 4  1      0 195804460   1600 56824436    0    0     0 1057685 92061 409215  9  4 86  1  0  0
 1  1      0 195016496   1600 57362648    0    0     0 1071853 94144 424604  9  4 87  1  0  0
23  1      0 194077996   1600 57874176    0    0     0 1044325 93020 441499 11  5 84  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
126  0      0 193601456   1600 58343356    0    0     0 986889 93955 434763  6  3 91  1  0  0
110  0      0 192953108   1600 58822100    0    0     0 979761 95394 440445 10  4 85  1  0  0
 2  1      0 192280940   1600 59299768    0    0     0 1005779 95446 449546 10  4 85  1  0  0
 2  1      0 191640916   1600 59775632    0    0     0 984442 96763 451772 11  4 84  1  0  0
11  1      0 190744052   1600 60216528    0    0     0 962129 95632 464438  9  4 87  1  0  0
148  0      0 190265512   1600 60684148    0    0     0 994869 100367 504747 10  4 86  1  0  0
 4  0      0 195339688   1600 55366212    0    0     0 977378 120983 756476 14  6 80  1  0  0
 1  1      0 199461200   1600 51021628    0    0     0 974081 121552 577966 12  5 82  1  0  0
 2  2      0 199289132   1600 51027648    0    0     0 1054912 121467 481756  9  3 87  1  0  0
 1  2      0 199335440   1600 51040236    0    0     0 1054392 116993 491879  8  3 88  1  0  0
 6  2      0 199062468   1600 51041848    0    0     0 1071128 119223 526064  9  4 86  1  0  0
 2  1      0 198935808   1600 51042672    0    0     0 1039376 124716 555250 11  4 84  1  0  0
 3  2      0 198750740   1600 51054576    0    0     0 1008296 121112 548093 10  4 85  1  0  0
 1  2      0 198326136   1600 51416316    0    0     0 1009214 91545 375933  6  2 91  1  0  0
 2  1      0 197784244   1600 51823120    0    0     0 954228 85670 339639  9  4 86  1  0  0
 0  2      0 197268768   1600 52210192    0    0     0 958967 86192 330522  8  4 87  1  0  0
10  1      0 196778796   1600 52654572    0    0     0 1025526 90677 400728  7  3 89  1  0  0
 1  1      0 196311732   1600 53097128    0    0     0 1021822 95358 404461  8  3 87  1  0  0
 1  2      0 195872056   1600 53506880    0    0     0 1000382 89017 386659 10  4 84  1  0  0
 1  2      0 195307752   1600 53954780    0    0     0 1035392 94459 417038 10  4 86  1  0  0
 2  1      0 194838272   1600 54390072    0    0     0 1034045 94163 416356  9  3 86  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  1      0 194075820   1600 54816176    0    0     0 970957 96971 455324 10  4 85  1  0  0
24  0      0 193858324   1600 55209304    0    0     0 888636 92564 425748  6  3 90  1  0  0
 1  2      0 193448120   1600 55602540    0    0     0 909606 96686 446505 10  4 85  1  0  0
 1  1      0 193075516   1600 55963000    0    0     0 855385 87489 402095  9  3 87  1  0  0
 3  0      0 192726000   1600 56372628    0    0     0 951493 95176 473059 12  5 83  1  0  0
 0  1      0 191896268   1600 56782248    0    0     0 966084 100491 519884 11  5 83  1  0  0
 0  1      0 191636672   1600 57191880    0    0     0 962322 98551 541355  7  3 89  1  0  0
 1  2      0 191161540   1600 57603908    0    0     0 959728 104817 572883 12  4 83  1  0  0
 2  1      0 190653244   1600 58049804    0    0     0 1018197 107186 609164 14  6 79  1  0  0
 1  1      0 190111292   1600 58507348    0    0     0 1019123 110893 649565 15  6 79  1  0  0
205  1      0 189476028   1600 58949744    0    0     0 1019509 114544 729092 16  6 77  1  0  0
