Linux 6.12.88-119.157.amzn2023.x86_64 (ip-192-168-45-226.us-west-2.compute.internal) 	06/04/26 	_x86_64_	(128 CPU)

02:15:35      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:15:36        0     10676    0.97    0.00    0.00    0.00    0.97    47  containerd
02:15:36        0     10742    0.97    0.97    0.00    0.00    1.94    84  kubelet
02:15:36        0     17008    0.00    0.97    0.00    0.00    0.97   127  containerd-shim
02:15:36        0    318478    0.00    2.91    0.00    0.00    2.91   111  pidstat
02:15:36       26    318536    1.94    0.00    0.00    0.00    1.94    57  manager

02:15:36      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:15:37        0     10676   17.00    0.00    0.00    0.00   17.00    47  containerd
02:15:37        0     10742    7.00    5.00    0.00    0.00   12.00    84  kubelet
02:15:37        0     10857    1.00    0.00    0.00    0.00    1.00    27  containerd-shim
02:15:37    65532     13841    0.00    1.00    0.00    0.00    1.00    22  coredns
02:15:37        0     18368    0.00    1.00    0.00    0.00    1.00     9  containerd-shim
02:15:37        0     39726    1.00    0.00    0.00    0.00    1.00   121  containerd-shim
02:15:37    10001     39866    1.00    1.00    0.00    0.00    2.00    66  manager
02:15:37        0     43165    1.00    0.00    0.00    0.00    1.00   123  containerd-shim
02:15:37        0     44690    1.00    0.00    0.00    0.00    1.00   104  containerd-shim
02:15:37        0     45884    0.00    1.00    0.00    0.00    1.00    52  containerd-shim
02:15:37        0     47067    1.00    0.00    0.00    0.00    1.00    43  containerd-shim
02:15:37        0    312030    1.00    0.00    0.00    0.00    1.00   117  containerd-shim
02:15:37       26    312323    1.00    1.00    0.00    0.00    2.00    36  manager
02:15:37       26    312525    2.00    0.00    0.00    0.00    2.00    86  manager
02:15:37       26    312570    0.00    1.00    0.00    0.00    1.00   127  postgres
02:15:37        0    318478    1.00    0.00    0.00    0.00    1.00   111  pidstat
02:15:37       26    318566   55.00   17.00    0.00    0.00   72.00    33  barman-cloud-ba
02:15:37       26    318580    0.00    1.00    0.00    0.00    1.00    32  postgres
02:15:37       26    318582    4.00    0.00    0.00    0.00    4.00   122  manager
02:15:37       26    318601   37.00    4.00    0.00    0.00   41.00    76  barman-cloud-wa

02:15:37      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
