timestamp rx_kb/s tx_kb/s
17:59:34 0 0
17:59:35 254 52
17:59:36 884 57083
17:59:37 1441 125723
17:59:38 2003 126065
17:59:39 13 6
17:59:40 1795 116991
17:59:41 470 120
17:59:42 1374 112134
17:59:43 478 119
17:59:44 1289 107677
17:59:45 1519 87490
17:59:46 202 15414
17:59:47 434 88
17:59:48 1129 97931
17:59:49 1589 93484
17:59:50 683 9531
17:59:51 981 79586
17:59:52 1401 81918
17:59:53 1404 77949
17:59:54 14 6
17:59:55 1505 72332
17:59:56 763 14135
17:59:57 768 54806
17:59:58 1430 64845
17:59:59 468 101
18:00:00 1014 62192
18:00:01 1349 59181
18:00:02 437 121
18:00:03 1026 84945
18:00:04 1626 102197
18:00:05 115 6
18:00:06 1608 101862
18:00:07 1662 98490
18:00:08 27 9
18:00:09 1830 97453
18:00:10 1 0
18:00:11 1540 93213
18:00:12 0 0
18:00:13 1494 90798
18:00:14 0 0
18:00:15 1588 88600
18:00:16 3 0
18:00:17 1744 86069
18:00:18 1825 85740
18:00:19 10 5
18:00:20 1667 81405
18:00:21 1520 80209
18:00:22 20 9
18:00:23 1610 78892
18:00:24 1648 76320
18:00:25 11 4
18:00:26 1598 74593
18:00:27 1355 72879
18:00:28 23 8
18:00:29 1291 71031
18:00:30 1433 70383
18:00:31 11 5
18:00:32 1551 69696
18:00:33 1360 67270
18:00:34 428 96
18:00:35 1122 66505
18:00:36 1386 65328
18:00:37 461 97
18:00:38 1250 65682
18:00:39 1571 66978
18:00:40 396 100
18:00:41 1185 65353
18:00:42 1599 66478
18:00:43 9 4
18:00:44 1386 67635
18:00:45 1207 70084
18:00:46 7 2
18:00:47 1321 73429
18:00:48 12 3
18:00:49 1302 78832
18:00:50 0 0
18:00:51 1201 87344
18:00:52 0 0
18:00:53 1238 100727
18:00:54 0 0
18:00:55 1650 120183
18:00:56 3 0
18:00:57 1680 145328
18:00:58 12 4
18:00:59 1620 159063
18:01:00 55 4949
18:01:01 480 123
18:01:02 782 76638
18:01:03 1019 37904
18:01:04 203 18337
18:01:05 1199 56698
18:01:06 1132 47995
18:01:07 227 9987
18:01:08 1403 57784
18:01:09 1402 57615
18:01:10 15 484
18:01:11 1613 59379
18:01:12 1504 57864
18:01:13 27 965
18:01:14 1584 59638
18:01:15 1751 61521
18:01:16 4 1
18:01:17 1757 61436
18:01:18 1423 45771
18:01:19 177 16061
18:01:20 1422 62991
18:01:21 1297 57892
18:01:22 73 5913
18:01:23 1440 64460
18:01:24 461 123
18:01:25 780 64869
18:01:26 1286 66596
18:01:27 12 3
18:01:28 1216 67177
18:01:29 506 125
18:01:30 863 69015
18:01:31 1488 70439
18:01:32 8 2
18:01:33 1187 55439
18:01:35 226 18142
18:01:36 1292 76014
18:01:37 16 6
18:01:38 1278 76518
18:01:39 47 2480
18:01:40 1181 82451
18:01:41 17 8
18:01:42 1157 67908
18:01:43 169 19511
