procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 8754504   1600 247699076    0    0 12684 196781 22597   17  5  1 94  0  0  0
 7  0      0 8798256   1600 247680804    0    0 49152     0 11375 16984  0  0 99  0  0  0
 5  0      0 8803640   1600 247681756    0    0 65772   293 11936 17959  0  0 100  0  0  0
 2  0      0 8890868   1600 247577468    0    0 65780  4884 17611 29390  0  1 99  0  0  0
 1  0      0 8791852   1600 247643732    0    0 65544     0 10896 15526  0  0 100  0  0  0
 4  0      0 8766212   1600 247692916    0    0 49152  2036 13221 24237  0  0 100  0  0  0
 1  0      0 8790604   1600 247651968    0    0 65548    20 12829 16532  0  0 100  0  0  0
 1  0      0 8804508   1600 247692776    0    0 49168 66812 18433 30459  0  0 99  0  0  0
 1  0      0 8784036   1600 247657724    0    0 66004   304 13471 21551  0  0 100  0  0  0
 3  0      0 8800244   1600 247638616    0    0 49504     0 10456 15746  0  0 100  0  0  0
 1  0      0 8732344   1600 247704720    0    0 65536     0 10714 13513  0  0 100  0  0  0
 1  0      0 8756696   1600 247668076    0    0 65544     0 11176 15519  0  0 100  0  0  0
 1  0      0 8738648   1600 247668532    0    0 65536     4 11637 15912  0  0 99  0  0  0
 1  0      0 8778564   1600 247666736    0    0 65536     0 12803 21962  0  0 99  0  0  0
 1  0      0 8809472   1600 247649344    0    0 49152     0 9697 14674  0  0 100  0  0  0
 3  0      0 8710552   1600 247728420    0    0 78976     0 12021 17914  0  0 100  0  0  0
 1  0      0 8724736   1600 247713256    0    0 52096  3100 10876 14434  0  0 100  0  0  0
 1  0      0 8814500   1600 247610956    0    0 65736   308 16827 27410  1  0 99  0  0  0
 1  0      0 8795960   1600 247660868    0    0 49224  3308 11720 16203  1  0 99  0  0  0
 2  0      0 8876780   1600 247644476    0    0 51840  5100 13764 24296  0  0 99  0  0  0
 2  0      0 8797460   1600 247707584    0    0 62848     0 11202 16096  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 8876568   1600 247631068    0    0 49152    20 10857 12728  0  0 100  0  0  0
 1  0      0 8842180   1600 247680288    0    0 49152     0 9578 13434  0  0 100  0  0  0
 1  0      0 8830724   1600 247646236    0    0 65548     0 11818 18242  0  0 100  0  0  0
 1  0      0 8733352   1600 247711872    0    0 65536     4 10809 15188  0  0 100  0  0  0
 3  0      0 8749704   1600 247712236    0    0 65536     0 11324 19369  0  0 100  0  0  0
 1  0      0 8810372   1600 247665656    0    0 49164     0 10263 14145  0  0 100  0  0  0
 2  0      0 8792444   1600 247665776    0    0 65536     0 10321 15549  0  0 100  0  0  0
 1  0      0 8820052   1600 247648940    0    0 49152   244 11872 19985  0  0 99  0  0  0
 1  0      0 8727168   1600 247757868    0    0 49168 65908 18075 30689  0  0 99  0  0  0
 1  0      0 8812908   1600 247722620    0    0 65900   308 13442 21513  0  0 100  0  0  0
 2  0      0 8839804   1600 247706004    0    0 49152     0 10952 14826  0  0 100  0  0  0
 1  0      0 8788956   1600 247705744    0    0 65536   302 10466 14843  0  0 99  0  0  0
 1  1      0 8817588   1600 247696412    0    0 56448     0 11634 17985  0  0 100  0  0  0
 1  0      0 8823428   1600 247690292    0    0 58240     0 9919 12720  0  0 100  0  0  0
 2  0      0 8800220   1600 247739540    0    0 49152     4 11192 18338  0  0 99  0  0  0
 3  0      0 8805404   1600 247739464    0    0 65536     0 11996 16174  0  0 100  0  0  0
 1  0      0 8766004   1600 247739288    0    0 65536     0 11012 14415  0  0 99  0  0  0
 2  0      0 8763740   1600 247738668    0    0 65536     0 10530 15367  0  0 100  0  0  0
 2  0      0 8791952   1600 247723228    0    0 49212     0 12158 18228  0  0 100  0  0  0
 3  0      0 8778032   1600 247661216    0    0 65568   324 13178 21179  0  0 99  0  0  0
 1  0      0 8740480   1600 247711336    0    0 49224  3196 11868 19069  1  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 8806008   1600 247691828    0    0 49152  4928 13558 20039  0  0 100  0  0  0
 1  0      0 8751188   1600 247757492    0    0 65536     0 12783 21849  0  0 100  0  0  0
 2  0      0 8837488   1600 247697724    0    0 65536    20 12466 17588  0  0 99  0  0  0
 1  0      0 8750724   1600 247763348    0    0 65536     0 11611 17996  0  0 100  0  0  0
 1  0      0 8831988   1600 247648152    0    0 49164  2844 11839 17650  0  0 99  0  0  0
 2  0      0 8875120   1600 247623280    0    0 49152     8 9469 11599  0  0 100  0  0  0
 2  0      0 8813824   1600 247688984    0    0 65600     0 10487 14745  0  0 99  0  0  0
 3  0      0 8834896   1600 247686092    0    0 65536     0 11218 16773  0  0 100  0  0  0
 3  0      0 8809980   1600 247684476    0    0 65536     0 11366 14671  0  0 100  0  0  0
 2  0      0 8755976   1600 247750108    0    0 65536     0 11939 15975  0  0 100  0  0  0
 1  0      0 8778692   1600 247727480    0    0 49152     0 10437 14712  0  0 100  0  0  0
 1  0      0 8780036   1600 247708236    0    0 65536     0 12021 15812  0  0 99  0  0  0
 1  0      0 8820840   1600 247665660    0    0 49164     0 10942 14790  0  0 99  0  0  0
 1  0      0 8697116   1600 247731292    0    0 65536     0 10940 16148  0  0 100  0  0  0
 1  0      0 8801316   1600 247675724    0    0 49152     0 10883 16035  0  0 100  0  0  0
 4  0      0 8731244   1600 247741324    0    0 65536     0 10336 13664  0  0 100  0  0  0
 1  0      0 8765396   1600 247696616    0    0 49152     0 11159 17014  0  0 99  0  0  0
 1  0      0 8740184   1600 247745864    0    0 49152     0 11458 16539  0  0 99  0  0  0
 1  0      0 8739928   1600 247703116    0    0 49152     0 8719 9769  0  0 100  0  0  0
 2  0      0 8803856   1600 247659992    0    0 49208     0 9227 12992  0  0 100  0  0  0
 2  0      0 8764740   1600 247672264    0    0 32784 67132 18053 30815  0  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 8729212   1600 247705844    0    0 33024   304 13347 20060  0  0 100  0  0  0
 0  0      0 8812840   1600 247648044    0    0 32780     0 8410 10812  0  0 100  0  0  0
 1  0      0 8855876   1600 247607384    0    0 34048     0 9367 13958  0  0 100  0  0  0
 0  0      0 8840612   1600 247638684    0    0 31488     0 8987 11280  0  0 100  0  0  0
 0  0      0 8781416   1600 247687900    0    0 49152     0 8607 10756  0  0 100  0  0  0
 1  0      0 8799600   1600 247628176    0    0 31872     8 8121 10111  0  0 100  0  0  0
 1  0      0 8764796   1600 247662040    0    0 33664     0 8595 12001  0  0 100  0  0  0
 0  0      0 8811204   1600 247599688    0    0 32768     0 7604 8980  0  0 100  0  0  0
 1  0      0 8779896   1600 247623304    0    0 23680     4 8709 10373  0  0 100  0  0  0
 2  0      0 8786660   1600 247568972    0    0 31904   324 12497 20964  0  0 99  0  0  0
 0  0      0 8816520   1600 247596632    0    0 26568  3376 12908 21670  1  0 99  0  0  0
 1  0      0 8809776   1600 247627188    0    0 32768  5156 12398 17675  0  0 100  0  0  0
 0  0      0 8743868   1600 247659976    0    0 32768     0 8650 10886  0  0 100  0  0  0
 1  0      0 8839840   1600 247542060    0    0 32840  2752 9829 12929  0  0 100  0  0  0
 1  0      0 8851520   1600 247574792    0    0 32768     0 9566 12590  0  0 100  0  0  0
 1  0      0 8829572   1600 247607624    0    0 32768     0 8279 10416  0  0 100  0  0  0
 1  0      0 8912080   1600 247536788    0    0 32784     8 8495 10738  0  0 100  0  0  0
 0  0      0 8870584   1600 247569592    0    0 32768     0 8001 8986  0  0 100  0  0  0
 0  0      0 8834084   1600 247602392    0    0 32768     0 8203 10542  0  0 100  0  0  0
 1  0      0 8794796   1600 247635256    0    0 32768     0 8195 9712  0  0 100  0  0  0
 0  0      0 8763796   1600 247651648    0    0 16384     0 8633 9860  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 8816864   1600 247606516    0    0 32768     0 7819 10742  0  0 100  0  0  0
 1  0      0 8794784   1600 247639384    0    0 32768     0 9662 14299  0  0 100  0  0  0
 0  0      0 8857368   1600 247592208    0    0 32768     0 8591 10805  0  0 100  0  0  0
 0  0      0 8845160   1600 247625044    0    0 32768     0 8700 11129  0  0 100  0  0  0
 1  0      0 8812272   1600 247657876    0    0 32768     0 8877 13790  0  0 100  0  0  0
 0  0      0 8781624   1600 247690676    0    0 32768     0 8553 11648  0  0 100  0  0  0
 1  0      0 8827648   1600 247654700    0    0 32768     0 7978 9473  0  0 99  0  0  0
 5  0      0 8835724   1600 247671152    0    0 16384     0 8722 10839  0  0 100  0  0  0
 0  0      0 8887696   1600 247619696    0    0 49164   244 8077 10408  0  0 99  0  0  0
 0  0      0 8863256   1600 247636156    0    0 16384     0 9302 12596  0  0 100  0  0  0
